,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
813,449,627,83,98,39,111,34,459808,642624,222,213,134,190,143,2
814,129,77,0,38,4,43,40,132384,79104,17,73,54,37,151,2
815,325,1023,0,0,39,47,0,333568,1048544,72,0,86,65,103,2
816,407,571,0,25,56,43,4,417344,585664,84,76,117,73,109,2
817,402,655,16,0,81,52,0,412576,670944,121,11,156,111,0,2
818,203,60,195,0,51,53,0,208512,62208,606,0,95,83,45,2
819,372,441,0,0,39,37,0,381760,452224,25,18,86,52,0,2
820,171,87,193,84,107,61,52,175328,89408,598,253,236,157,169,2
821,422,532,29,102,31,56,61,432416,545344,137,209,102,73,183,2
822,392,499,153,117,100,117,32,402048,511872,417,303,253,268,141,2
823,125,75,0,0,56,26,38,128800,77600,0,25,109,52,148,2
824,455,600,2,107,58,90,66,466752,615168,107,223,155,157,191,2
825,164,411,0,61,27,108,68,168288,421632,8,109,108,175,195,2
826,395,593,117,0,79,44,3,404800,607296,301,34,148,96,108,2
827,167,34,0,0,73,46,27,171328,35072,0,27,143,94,135,2
828,149,62,2,62,62,42,82,152864,64128,107,132,133,77,220,2
829,495,666,121,74,43,85,43,507168,682752,312,177,122,134,156,2
830,212,108,295,85,90,0,0,217920,110624,1502,370,178,40,88,2
831,182,79,0,0,0,30,0,186912,81088,0,14,21,7,37,2
832,127,374,38,0,0,86,93,130336,383168,147,20,45,101,244,2
833,179,68,379,21,95,83,62,184256,70592,3198,498,205,182,185,2
834,463,242,55,18,26,64,0,474496,248544,172,73,82,83,45,2
835,204,82,0,22,22,93,100,209792,84128,59,61,89,137,260,2
836,142,469,0,0,0,61,0,145568,481248,44,0,35,56,5,2
837,116,245,0,56,0,62,3,118848,251872,0,95,53,60,108,2
838,422,520,35,0,100,35,0,432768,532864,143,68,197,109,88,2
839,210,87,329,0,16,128,79,215872,89632,2037,258,93,223,215,2
840,159,50,0,18,0,98,0,163520,51936,29,45,41,119,83,2
841,277,90,350,54,75,130,0,284544,92960,2451,436,193,275,100,2
842,167,62,78,62,115,48,152,171936,64352,213,166,249,149,414,2
843,135,67,46,13,0,63,67,138496,68960,158,54,9,41,193,2
844,154,101,0,0,63,18,123,158368,103840,0,0,115,48,319,3
845,125,302,0,42,0,79,78,128128,310240,0,71,39,82,213,3
846,123,65,66,76,0,76,32,126592,67104,190,153,52,79,141,3
847,405,540,114,85,56,120,30,415648,553792,294,199,160,229,138,3
848,193,267,92,44,68,74,0,198432,274304,241,125,151,134,65,3
849,163,66,0,0,17,47,57,167200,67872,66,12,61,51,177,3
850,237,69,244,32,62,71,0,243200,71040,947,201,138,124,77,3
851,209,96,0,0,105,53,128,214720,98368,100,28,209,141,335,3
852,127,68,84,31,74,75,24,130976,70624,223,106,159,142,131,3
853,454,384,90,0,49,95,125,465152,393632,235,25,118,161,324,3
854,139,77,0,54,0,66,0,142592,79712,41,97,58,70,0,3
855,154,103,37,58,76,95,62,158592,105568,146,135,177,185,184,3
856,381,730,23,0,50,76,0,390400,748064,129,47,115,122,34,3
857,398,699,146,79,46,100,67,408544,715776,391,197,134,169,193,3
858,162,71,0,0,60,24,0,165920,73312,10,26,114,52,67,3
859,280,249,121,51,72,75,29,287552,255264,314,146,160,140,137,3
860,189,101,31,35,40,59,106,193536,103456,138,92,100,84,273,3
861,118,163,0,0,39,67,12,121568,167840,84,30,96,98,117,3
862,188,73,0,95,0,105,0,192672,75488,45,172,70,143,77,3
863,231,58,361,36,113,47,0,236832,59936,2714,459,238,144,65,3
864,259,308,93,55,59,112,26,265888,315936,243,138,154,210,133,3
865,170,60,0,0,28,13,60,174528,61664,57,34,67,15,181,3
866,232,70,258,44,99,41,0,237728,71904,1074,245,202,115,87,3
867,177,68,0,36,113,58,0,181696,70560,73,107,240,159,63,3
868,176,63,0,67,6,78,0,180256,65472,0,115,73,96,68,3
869,145,59,0,0,70,30,27,148672,60672,0,0,129,69,134,3
870,416,1023,122,83,66,84,0,426688,1048544,317,201,160,153,76,3
871,157,66,0,61,30,59,0,161440,67616,80,120,92,77,75,3
872,240,359,228,78,39,37,91,246432,368384,820,251,101,51,240,3
873,490,1023,57,95,12,72,0,502304,1048544,176,194,84,88,48,3
874,360,657,120,87,137,55,77,369152,673568,309,236,320,194,211,3
875,149,80,62,0,61,61,50,153312,81920,183,0,120,105,166,3
876,450,1023,126,41,73,114,0,461408,1048544,328,133,178,229,83,3
877,132,95,0,0,0,34,18,136128,97472,0,12,25,14,124,3
878,144,55,0,0,30,70,0,148064,57216,12,18,85,96,36,3
879,161,56,11,24,90,0,83,164896,58208,115,89,167,44,223,3
880,205,110,5,1,86,54,78,210304,113312,109,63,173,120,212,3
881,211,66,401,0,124,12,61,216544,68128,3891,470,242,117,182,3
882,227,1023,133,65,102,96,23,232544,1048544,350,183,233,218,130,3
883,125,210,0,47,25,0,21,128416,215104,8,87,68,0,127,3
884,186,83,0,67,0,78,0,190848,85152,96,123,41,79,98,3
885,322,1023,0,0,0,51,0,329888,1048544,57,0,28,38,95,3
886,314,556,57,65,45,21,137,321600,569760,175,143,103,37,361,3
887,152,59,77,53,87,63,61,155744,60832,211,140,185,135,183,3
888,157,244,0,73,0,98,0,161248,249888,0,112,0,93,12,3
889,132,62,0,0,63,44,50,135936,63808,36,42,126,81,165,3
890,382,370,0,92,53,0,69,391488,379072,34,177,112,0,196,3
891,298,835,67,39,41,39,0,305760,855840,192,104,96,55,97,3
892,150,42,0,0,0,52,89,153792,43424,87,0,29,40,234,3
893,286,764,80,97,78,83,117,293024,782624,217,221,185,163,303,3
894,117,74,0,5,92,23,103,120640,76160,44,60,176,84,266,3
895,208,81,161,59,44,82,32,213376,83168,449,168,119,129,141,3
896,185,70,0,0,60,23,73,189856,71776,87,25,113,51,204,3
897,242,91,275,76,107,94,106,248448,94176,1249,324,248,221,273,3
898,540,477,186,81,6,84,74,553600,489408,564,216,79,108,206,3
899,122,93,0,0,0,55,0,125664,95552,72,0,0,28,95,3
900,209,71,316,35,100,69,61,214592,72864,1807,331,212,161,182,3
901,291,192,130,114,58,116,38,298112,196672,339,273,169,219,149,3
902,142,297,0,29,39,71,22,145632,304768,31,69,102,104,129,3
903,481,687,49,72,121,0,60,492640,704288,164,179,252,93,181,3
904,183,95,283,53,129,20,0,187552,97600,1347,308,278,133,93,3
905,234,66,278,0,29,77,0,240096,67616,1286,167,84,108,0,3
906,425,733,20,0,100,0,0,435520,750880,125,21,170,0,33,3
907,163,92,0,32,0,100,0,167488,95040,85,66,25,115,105,3
908,167,77,26,0,0,63,0,171488,79232,132,0,44,65,59,3
909,169,59,0,0,41,77,59,173152,60960,65,0,99,117,180,3
910,522,851,23,19,59,49,83,534528,871776,129,76,124,85,222,3
911,147,81,31,94,73,51,0,151072,83520,139,202,162,100,104,3
912,175,75,128,59,99,106,107,179488,76960,333,170,230,237,276,3
913,121,72,89,0,81,50,82,124704,74208,233,76,161,108,220,3
914,448,634,112,68,115,1,0,459616,649248,289,186,238,92,32,3
915,282,1023,156,96,120,76,46,289024,1048544,430,263,280,203,159,3
916,131,101,0,51,25,82,30,134272,104064,6,94,93,116,138,3
917,138,58,0,0,70,30,55,141344,59936,35,7,130,69,173,3
918,450,604,16,40,1,62,0,460864,619168,121,89,58,65,19,3
919,165,54,109,72,67,120,107,169504,55872,282,175,176,238,277,3
920,318,694,74,67,74,96,0,326144,710912,205,157,174,184,41,3
921,513,172,88,0,66,101,0,525920,176512,231,52,150,189,76,3
922,351,369,36,89,70,24,0,359936,378272,146,191,148,61,70,3
923,208,123,310,0,112,61,0,213856,126752,1716,127,215,163,57,3
924,300,86,351,0,117,69,13,307456,88832,2489,311,241,184,119,3
925,427,217,21,27,50,46,65,437888,222880,126,82,109,72,189,3
926,226,63,256,40,111,57,34,231744,64992,1056,243,237,156,143,3
927,611,271,106,18,63,49,0,626080,278176,274,95,129,88,0,3
928,349,1023,93,84,19,147,0,358368,1048544,243,182,128,288,9,3
929,173,286,82,3,99,13,130,177440,293408,220,84,189,81,341,3
930,480,872,78,99,0,109,82,492288,893376,212,203,74,153,220,3
931,161,49,0,26,1,30,46,164864,50208,0,55,46,18,159,3
932,395,700,90,98,32,128,12,405152,717440,237,213,134,232,117,3
933,368,676,165,79,149,150,123,376832,692768,464,247,406,450,320,3
934,203,69,384,0,112,73,79,208608,70784,3330,468,236,185,215,3
935,195,71,0,0,66,63,0,200096,72928,21,37,137,114,75,3
936,165,115,0,100,16,91,122,169760,118240,88,194,97,129,316,3
937,412,920,176,75,136,121,99,422112,942464,512,238,342,333,256,3
938,150,76,0,0,39,49,0,154336,77984,46,0,86,68,57,3
939,151,68,9,4,48,0,82,155264,69984,113,55,92,12,220,3
940,327,452,0,79,74,116,135,335232,463008,1,152,187,235,357,3
941,197,60,354,0,81,108,54,202176,62432,2551,357,181,222,171,3
942,123,101,18,63,16,96,9,126400,104352,123,127,91,140,114,3
943,135,68,0,76,54,0,0,138688,70368,66,149,109,3,27,3
944,208,92,0,0,69,87,25,213024,95136,0,11,148,161,132,3
945,445,909,118,44,109,57,60,455680,931424,303,147,232,153,181,3
946,322,514,33,0,0,67,69,330720,526368,141,0,39,68,197,3
947,277,120,0,0,35,116,0,283872,123296,9,0,110,201,98,3
948,205,99,58,0,7,97,19,210048,101984,176,22,68,135,125,3
949,153,57,0,83,0,59,0,156928,59008,0,140,36,44,73,3
950,445,670,72,83,0,116,0,456096,687040,202,166,63,165,63,3
951,189,94,0,18,0,53,35,194464,96736,96,56,41,45,145,3
952,521,690,60,0,104,68,125,533632,707168,179,28,212,165,325,3
953,257,90,328,0,108,85,13,263552,93088,2022,156,214,203,119,3
954,144,84,0,0,52,58,0,147680,86176,29,0,108,93,93,3
955,215,94,0,0,63,71,117,220768,96480,37,42,135,124,303,3
956,449,710,102,73,40,93,0,460000,727200,263,167,121,149,6,3
957,166,81,125,0,1,91,0,170624,83424,323,37,59,120,31,3
958,125,65,0,77,43,112,26,128704,67392,71,149,134,195,133,3
959,139,64,3,39,19,97,113,142976,66144,108,89,90,143,292,3
960,229,799,0,1,43,44,106,234944,818912,5,36,95,64,274,3
961,735,196,105,37,0,39,21,753536,201440,270,104,47,28,127,3
962,153,72,71,1,5,79,0,157088,73760,199,55,62,97,3,3
963,143,85,0,52,55,85,80,146496,87200,89,112,135,143,217,3
964,575,1023,117,25,84,96,125,589472,1048544,301,113,187,196,324,3
965,479,823,89,0,0,45,12,490848,843648,233,20,6,18,117,3
966,208,73,0,0,0,76,69,213664,75616,0,0,0,59,197,3
967,179,91,201,70,33,89,52,183392,93664,643,211,109,135,168,3
968,147,121,103,91,98,95,49,151328,124192,267,221,229,209,164,3
969,137,571,0,53,78,111,102,140960,584928,32,113,188,227,265,3
970,236,220,184,129,158,170,92,242304,225696,555,385,473,550,241,3
971,469,717,0,64,43,87,0,481184,734848,34,122,120,138,3,3
972,216,81,286,83,1,94,0,221216,83328,1385,328,78,125,84,3
973,481,682,70,55,72,90,48,492640,698528,197,136,166,170,163,3
974,423,782,55,57,69,87,0,434144,801440,173,135,159,160,37,3
975,167,81,0,0,61,35,0,171808,83680,0,0,116,67,88,3
976,147,85,0,5,37,27,101,151296,87136,22,41,83,37,261,3
977,168,93,33,61,3,73,35,172672,95904,141,123,67,85,145,3
978,223,81,243,107,17,101,0,228768,83008,942,326,105,151,74,3
979,163,71,331,0,97,17,47,167776,72768,2071,209,171,83,161,3
980,171,67,0,0,46,44,0,175296,68640,94,19,96,66,79,3
981,194,67,71,77,81,80,90,199360,68800,199,177,184,159,237,3
982,197,55,0,30,40,130,48,201792,57248,4,67,132,244,163,3
983,254,98,293,13,97,52,110,260640,101248,1479,261,197,129,285,3
984,520,513,0,40,122,0,54,533248,525472,71,116,243,61,172,3
985,222,109,9,37,87,40,111,227360,112544,113,104,174,100,287,3
986,240,80,322,40,77,20,28,245856,82720,1917,345,150,64,136,3
987,160,112,302,0,106,0,0,164384,115680,1600,135,185,65,72,3
988,458,964,115,31,56,126,0,469408,987776,296,112,154,247,0,3
989,456,911,132,82,58,86,72,467840,933056,345,200,147,149,202,3
990,140,66,240,0,100,16,32,143584,67680,911,152,189,86,141,3
991,171,65,0,0,0,50,1,175232,67424,15,0,30,38,106,3
992,215,77,330,0,92,47,0,220832,79040,2046,204,169,116,68,3
993,198,63,0,0,73,77,0,203296,65120,70,0,148,145,10,3
994,210,80,294,0,92,64,46,215968,82912,1492,160,177,142,159,3
995,161,78,0,0,39,38,0,165856,80160,93,28,86,53,92,3
996,142,78,0,0,117,0,98,146016,80288,93,57,226,77,255,3
997,165,83,109,99,170,96,144,169184,85792,281,277,463,340,387,3
998,197,89,301,0,99,0,45,202400,92000,1589,234,183,65,158,3
999,206,58,216,47,56,28,0,211456,60352,737,191,117,54,19,3
1000,464,794,138,45,65,129,64,475360,813696,364,142,173,263,187,3
1001,143,74,58,9,34,25,0,146976,76000,177,65,79,33,65,3
1002,157,78,15,47,43,57,0,160800,80768,120,106,106,83,81,3
1003,239,123,381,0,55,62,0,244800,126592,3258,452,117,101,19,3
1004,187,88,0,34,15,113,76,192000,90752,21,70,93,181,209,3
1005,179,117,36,18,45,95,0,183904,120608,145,73,119,156,22,3
1006,124,66,4,65,0,107,0,127936,68192,109,116,29,129,0,3
1007,191,55,202,25,65,74,18,195712,56864,650,154,142,131,124,3
1008,119,219,0,43,0,93,0,122464,224608,68,79,25,99,47,3
1009,142,80,0,0,0,100,0,146368,82272,0,0,0,104,5,3
1010,147,121,0,22,0,99,0,151168,124832,69,56,48,125,46,3
1011,134,52,0,64,0,113,98,137536,53248,34,112,77,169,255,3
1012,514,936,41,0,64,97,22,527328,958688,151,21,143,177,129,3
1013,131,54,0,0,61,5,47,134560,55936,33,0,108,33,161,3
1014,169,75,0,4,27,80,0,173920,76864,4,36,87,112,89,3
1015,248,61,240,0,0,87,0,254624,62976,916,86,16,89,76,3
1016,188,79,16,0,88,43,73,192992,81824,121,41,170,105,204,3
1017,185,62,0,19,60,84,116,189440,64128,76,69,138,147,300,3
1018,260,136,477,0,156,43,33,266272,140032,7694,893,343,213,142,3
1019,433,665,23,0,75,44,31,443616,681152,129,36,144,92,139,3
1020,192,91,0,0,94,76,0,196928,93920,73,57,197,166,77,3
1021,160,54,81,80,60,53,103,164256,55968,218,179,137,92,267,3
1022,220,95,243,46,37,98,0,226016,97440,943,213,114,158,8,3
1023,142,427,0,0,86,13,0,145568,437472,0,36,160,66,0,3
1024,195,78,193,0,64,115,139,199744,80096,598,111,155,223,369,3
1025,124,94,0,0,0,79,100,127520,96928,70,4,42,89,259,3
1026,436,1023,71,57,3,128,110,446592,1048544,200,125,93,216,284,3
1027,148,45,0,57,0,84,62,152480,46592,0,86,0,67,184,3
1028,250,137,365,0,93,55,48,256608,140800,2808,359,180,129,162,3
1029,166,91,0,68,0,115,26,170720,93696,19,117,80,174,133,3
1030,149,104,0,115,0,116,0,153536,107392,0,203,4,129,89,3
1031,384,658,8,5,0,57,20,393856,674368,112,40,13,36,126,3
1032,386,890,149,49,82,77,45,396032,911552,401,157,179,155,158,3
1033,135,490,0,0,0,90,0,139072,501888,0,0,0,84,37,3
1034,119,75,0,73,0,39,0,122784,76832,0,123,44,23,55,3
1035,147,688,324,224,226,263,207,151136,704640,1944,1086,1025,1393,681,3
1036,164,46,0,0,0,29,35,168096,48064,44,26,11,0,144,3
1037,157,69,0,15,14,104,0,161344,71040,61,52,85,158,15,3
1038,135,36,0,18,52,96,91,138688,37760,15,57,129,164,239,3
1039,501,1023,120,18,52,102,0,513568,1048544,311,97,133,179,86,3
1040,168,60,31,6,70,96,31,172032,61472,138,66,157,180,139,3
1041,527,407,197,82,47,86,115,540576,417472,620,234,130,140,296,3
1042,139,74,3,19,48,102,0,143264,76192,107,70,127,176,68,3
1043,144,58,0,34,34,22,57,148064,59520,69,80,82,29,176,3
1044,514,1002,0,20,95,0,0,526944,1026496,72,81,168,0,0,3
1045,208,73,0,0,0,77,48,213760,75680,0,19,20,71,162,3
1046,412,453,83,83,13,103,90,422624,464032,223,175,95,153,237,3
1047,208,83,0,21,56,0,0,213984,85920,0,60,105,12,0,3
1048,169,65,0,86,0,110,76,173472,67296,2,137,10,122,209,3
1049,445,645,131,91,70,131,52,456672,660768,342,221,191,272,169,3
1050,194,55,314,23,101,87,86,199360,56544,1779,313,219,197,228,3
1051,466,331,153,35,54,96,0,477184,339296,417,132,135,167,0,3
1052,216,93,56,0,41,6,86,222112,95744,173,0,76,17,229,3
1053,176,70,337,79,79,94,12,181152,71840,2190,445,186,186,117,3
1054,181,78,0,42,50,80,0,185888,80864,0,85,124,130,0,3
1055,136,307,72,31,48,116,57,140160,315136,201,97,136,210,177,3
1056,551,948,54,2,31,1,0,565216,971552,170,57,70,5,101,3
1057,277,832,94,9,100,40,32,284064,852960,245,93,199,116,141,3
1058,133,67,0,0,9,89,57,136960,69056,0,0,67,119,176,3
1059,569,1004,56,0,47,97,13,583328,1028128,173,11,115,164,119,3
1060,132,262,0,0,0,72,41,135392,268736,73,0,43,78,152,3
1061,122,118,0,42,86,59,65,125120,121152,14,97,179,127,190,3
1062,240,61,251,68,67,67,0,246656,62752,1010,265,151,121,33,3
1063,181,83,320,110,234,46,217,186336,85792,1872,578,828,458,745,3
1064,153,1023,0,30,20,68,0,157024,1048544,99,76,78,86,105,3
1065,190,74,329,0,43,88,0,194592,76192,2035,210,100,141,36,3
1066,129,605,0,0,56,58,47,132768,620000,100,25,115,95,161,3
1067,136,53,0,49,0,69,83,140160,54336,6,85,52,71,223,3
1068,339,472,16,0,0,113,48,347456,483872,120,0,49,161,163,3
1069,189,76,4,0,87,71,0,193952,78720,108,0,172,148,92,3
1070,197,71,0,22,0,66,8,202016,73632,64,54,31,57,113,3
1071,371,561,105,73,94,89,0,380000,575232,272,183,213,192,81,3
1072,148,76,32,0,0,87,35,151904,77824,140,0,40,102,145,3
1073,454,373,164,143,45,103,21,464928,382016,463,373,154,176,128,3
1074,203,68,267,0,58,22,1,208768,70496,1160,84,100,49,106,3
1075,214,89,399,12,121,0,0,219392,91872,3837,583,244,97,97,3
1076,143,100,25,51,18,37,0,146816,102688,131,108,70,38,48,3
1077,270,140,322,0,107,36,96,277280,144256,1905,247,206,119,250,3
1078,189,81,293,0,105,77,14,194496,83168,1478,174,214,183,120,3
1079,253,658,256,128,188,71,124,259360,674720,1057,472,548,336,323,3
1080,273,533,73,61,27,114,0,279584,546176,202,136,111,189,92,3
1081,176,76,0,11,12,51,0,180224,78144,0,40,61,54,103,3
1082,454,692,97,33,55,11,0,465472,709536,252,108,109,33,91,3
1083,315,649,96,72,76,105,21,322976,664672,249,172,183,207,127,3
1084,295,601,20,0,33,97,104,303008,616096,125,0,96,153,269,3
1085,199,86,0,55,65,72,38,204672,88608,39,113,146,128,148,3
1086,136,78,23,0,0,120,0,139392,80288,129,0,45,176,56,3
1087,196,75,48,11,27,111,24,201120,76992,161,64,102,181,131,3
1088,454,838,70,0,66,63,38,465856,858272,197,31,133,113,149,3
1089,544,749,105,0,16,73,0,557184,767008,270,25,67,93,9,3
1090,368,152,0,0,38,0,87,377568,156320,0,0,72,0,230,3
1091,242,86,0,0,44,85,0,248672,88288,77,31,109,134,86,3
1092,234,77,262,32,104,0,19,240288,79040,1114,237,203,74,125,4
1093,260,70,323,0,86,36,86,266912,72224,1932,265,161,93,228,4
1094,343,166,83,25,60,85,0,352032,170400,222,95,139,148,56,4
1095,177,62,0,0,0,107,38,182048,64320,19,17,64,153,149,4
1096,157,114,0,0,97,0,39,161280,117152,80,16,171,42,150,4
1097,145,88,55,44,58,45,84,149120,90944,172,113,124,78,225,4
1098,178,85,288,0,10,83,81,182272,87936,1409,80,53,109,218,4
1099,598,252,172,12,82,55,70,612832,258528,495,124,166,116,198,4
1100,212,86,299,0,75,30,12,217888,89056,1552,202,138,74,117,4
1101,321,127,0,16,13,107,0,329248,130496,64,54,85,163,78,4
1102,191,94,0,11,0,94,123,196224,96544,0,33,37,111,320,4
1103,129,98,67,52,93,18,0,133088,101152,192,137,184,80,89,4
1104,263,93,297,50,72,76,37,270048,95776,1527,305,159,141,147,4
1105,173,72,0,53,0,93,98,177856,73824,0,86,37,105,255,4
1106,613,1023,182,88,60,135,0,628128,1048544,540,238,176,276,51,4
1107,521,1023,268,115,142,107,0,533952,1048544,1175,420,367,308,61,4
1108,220,107,365,0,122,0,35,226016,109856,2824,297,218,46,145,4
1109,139,81,0,18,26,62,0,143264,83840,73,59,81,79,77,4
1110,244,615,29,40,0,103,25,250496,630464,136,78,0,106,132,4
