pnn,FS Lin,SS Lin,FL1 Log,FL2 Log,FL3 Log,FL4 Log,FL5 Log,FS,SS,FL1,FL2,FL3,FL4,FL5,TIME
30,42.4,3.2,0.27294881089701023,0.1024,0.20839807674098557,0.18046529951454654,0.38416580623817104,217248.0,65600.0,279.0,0.0,151.0,126.0,395.0,0.0
31,43.2,5.05,0.24723642585667988,0.1024,0.12258150712276275,0.3040578404559338,0.3982389247263045,221568.0,104000.0,253.0,48.0,96.0,205.0,409.0,0.0
32,40.4,3.25,0.1024,0.11003984162010291,0.2539985320257652,0.1024,0.516921929386749,207488.0,67072.0,7.0,61.0,182.0,16.0,533.0,0.0
33,31.0,3.5,0.1024,0.1024,0.19047202834506569,0.20839807674098557,0.3542929060730811,158944.0,72352.0,22.0,0.0,143.0,144.0,366.0,0.0
34,46.2,3.7,0.3040578404559338,0.12258150712276275,0.16793596208624098,0.2102809627092118,0.5310601412442039,237440.0,75776.0,313.0,100.0,127.0,133.0,548.0,0.0
35,108.0,43.25,0.4318172195108682,0.20653205040438585,0.16945327103418178,0.27790330175572137,0.4986547457698438,553728.0,886016.0,445.0,204.0,153.0,204.0,513.0,0.0
36,52.6,11.3,1.740879481674622,0.5215923421982858,1.5911319872255731,0.6300317799926142,1.64941981144854,269952.0,231584.0,1805.0,953.0,1733.0,1373.0,1706.0,0.0
37,35.8,3.4,0.1024,0.1725291396542299,0.24282866745975348,0.18876651442269293,0.540699797143687,183680.0,70624.0,66.0,131.0,206.0,153.0,560.0,0.0
38,49.6,4.75,0.1024,0.1788493872806009,0.1024,0.22596956867426202,0.28550417053830485,254464.0,97728.0,94.0,117.0,65.0,109.0,294.0,0.0
39,50.4,22.95,0.28550417053830485,0.21218086063659222,0.20839807674098557,0.2609455869930851,0.3982389247263045,258624.0,470560.0,293.0,196.0,191.0,208.0,409.0,0.0
40,35.0,7.2,0.5455850440566417,0.1024,0.10332518859176422,0.28550417053830485,0.455761311985254,179680.0,148064.0,560.0,81.0,72.0,175.0,468.0,0.0
41,38.2,4.25,9.443733146669297,0.1024,0.48103309483074475,0.12937860276781757,0.503160113758275,196288.0,87328.0,9760.0,1183.0,407.0,228.0,520.0,0.0
42,62.0,18.45,0.28550417053830485,0.2028499741235547,0.27541491564288445,0.27790330175572137,0.540699797143687,318368.0,377888.0,293.0,199.0,262.0,264.0,556.0,0.0
43,39.8,3.7,0.4018370312688165,0.1024,0.10807803912996895,0.2656821986717712,0.3180441828991698,204576.0,76736.0,413.0,0.0,65.0,157.0,327.0,0.0
44,32.6,7.75,0.4516803596815303,0.1024,0.1820958115879857,0.21218086063659222,0.5122933361229038,167904.0,158752.0,465.0,18.0,130.0,143.0,528.0,0.0
45,102.0,51.15,0.5310601412442039,0.20839807674098557,0.33267388245711177,0.157688476268492,0.6132586838954456,523136.0,1048544.0,545.0,247.0,298.0,173.0,634.0,0.0
46,109.8,8.85,0.1024,0.13903125935157085,0.13655259465352437,0.2804141705486706,0.503160113758275,562304.0,181376.0,28.0,74.0,112.0,189.0,521.0,0.0
47,43.2,6.7,0.30957701376212127,0.17566084058551082,0.4279506660531507,0.20653205040438585,0.6300317799926142,221664.0,137792.0,318.0,199.0,402.0,277.0,652.0,0.0
48,26.8,2.6,0.1024,0.12368903653634912,0.14412438152599996,0.2959630243862989,0.48537925041276075,137216.0,53632.0,88.0,68.0,122.0,210.0,499.0,0.0
49,39.6,3.2,0.2609455869930851,0.14542655177583327,0.1024,0.31519636956627706,0.36398308921465733,202752.0,66368.0,267.0,93.0,0.0,158.0,374.0,0.0
50,39.6,3.35,7.407556226423551,0.1024,0.48537925041276075,0.1024,0.3807259303848422,203392.0,69120.0,7680.0,1028.0,408.0,147.0,393.0,0.0
51,41.6,6.05,0.596932131546734,0.11003984162010291,0.1494040796805694,0.2517241926574282,0.476725855350575,213024.0,124800.0,616.0,124.0,116.0,166.0,492.0,0.0
52,49.2,4.5,0.1024,0.21798417016794858,0.22801121386003648,0.16494198114485398,0.46822673397445747,252128.0,92960.0,64.0,176.0,192.0,121.0,485.0,0.0
53,46.8,3.2,2.450226353590413,0.157688476268492,0.3511205164620939,0.10807803912996895,0.46403416449032375,240384.0,65920.0,2523.0,462.0,300.0,132.0,479.0,0.0
54,57.4,4.35,5.9158711543119065,0.1820958115879857,0.20103362629533755,0.2959630243862989,0.6132586838954456,294208.0,89856.0,6089.0,935.0,187.0,242.0,632.0,0.0
55,40.8,4.7,0.14806629407410293,0.1024,0.10905452905988393,0.20653205040438585,0.3982389247263045,208928.0,96640.0,151.0,0.0,58.0,96.0,412.0,0.0
56,40.8,8.05,0.36727169274724036,0.1024,0.13291720693948222,0.2539985320257652,0.43571870745245805,209760.0,165472.0,377.0,44.0,94.0,159.0,449.0,0.0
57,47.4,4.6,11.103405652348632,0.1024,0.5215923421982858,0.1024,0.41282758275690906,243008.0,94656.0,11418.0,1356.0,411.0,100.0,425.0,0.0
58,51.6,3.75,0.20653205040438585,0.1024,0.14806629407410293,0.19392942359868295,0.42032111415670215,264864.0,77088.0,211.0,50.0,100.0,105.0,434.0,0.0
59,74.0,23.1,0.31519636956627706,0.2656821986717712,0.16055079360788177,0.3574939583664581,0.4598791358760376,379584.0,473920.0,325.0,249.0,168.0,280.0,476.0,0.0
60,46.2,3.65,0.5605072141187294,0.1024,0.18876651442269293,0.20468273273584747,0.3511205164620939,236768.0,74976.0,577.0,73.0,140.0,139.0,362.0,0.0
61,101.4,39.85,0.2450226353590413,0.1534903960289547,0.2450226353590413,0.27294881089701023,0.516921929386749,519168.0,816992.0,252.0,137.0,224.0,243.0,533.0,0.0
62,116.2,45.35,0.4318172195108682,0.19047202834506569,0.2539985320257652,0.24723642585667988,0.4986547457698438,595616.0,929472.0,445.0,202.0,233.0,221.0,515.0,0.0
63,38.2,3.95,0.32091772635322535,0.11003984162010291,0.13903125935157085,0.2300713054016148,0.476725855350575,195584.0,81696.0,329.0,84.0,100.0,137.0,492.0,0.0
64,63.8,15.0,0.565571421932247,0.2517241926574282,0.20103362629533755,0.2959630243862989,0.3068050166788469,327008.0,307744.0,581.0,274.0,196.0,241.0,316.0,0.0
65,48.0,5.6,0.32091772635322535,0.10905452905988393,0.19744957652881365,0.17724794415708725,0.4318172195108682,246432.0,115520.0,330.0,93.0,149.0,116.0,447.0,0.0
66,33.4,4.85,0.18707627191715065,0.1317270471615462,0.16793596208624098,0.2656821986717712,0.4318172195108682,171456.0,99680.0,192.0,94.0,141.0,192.0,444.0,0.0
67,111.4,51.15,0.6590125825000742,0.2028499741235547,0.20103362629533755,0.3807259303848422,0.4986547457698438,570880.0,1048544.0,678.0,237.0,207.0,328.0,514.0,0.0
68,41.8,45.3,0.7081800801168278,0.11931806635041005,0.2804141705486706,0.11203725420310383,0.3607239323108456,214592.0,928032.0,731.0,172.0,224.0,97.0,372.0,0.0
69,77.4,19.85,0.13291720693948222,0.20468273273584747,0.1024,0.3911390770466473,0.44362775217754097,396576.0,406784.0,137.0,143.0,61.0,256.0,456.0,0.0
70,63.0,6.55,0.15911319872255733,0.2102809627092118,0.3448607009862543,0.2609455869930851,0.46403416449032375,322720.0,134272.0,163.0,201.0,331.0,286.0,477.0,0.0
71,44.4,6.9,0.7145785188965031,0.27050478800753586,0.8947592702491824,0.27050478800753586,1.2148389468675425,228000.0,141472.0,737.0,432.0,905.0,607.0,1253.0,0.0
72,87.6,25.15,0.15211602095849217,0.14155491608144893,0.1921929516622048,0.28294772515375516,0.5077061879485087,448864.0,515904.0,156.0,103.0,171.0,223.0,525.0,0.0
73,36.6,4.55,0.2300713054016148,0.12593420550714696,0.10807803912996895,0.2384994910679599,0.43965544551254854,187456.0,93408.0,236.0,83.0,72.0,129.0,454.0,0.0
74,36.6,3.5,0.10332518859176422,0.1024,0.14542655177583327,0.34177276869550477,0.455761311985254,187936.0,72224.0,105.0,30.0,127.0,256.0,469.0,0.0
75,100.2,51.15,0.8709384350146522,0.31237405596334344,0.4091310652364684,0.30957701376212127,0.596932131546734,513408.0,1048544.0,901.0,416.0,421.0,372.0,617.0,0.0
76,36.2,7.0,0.5554883519499598,0.15627651098408582,0.20468273273584747,0.22394620467296977,0.44763594881137564,185696.0,144160.0,570.0,176.0,173.0,168.0,463.0,0.0
77,70.8,30.55,0.41655749847890405,0.23215000996264873,0.27050478800753586,0.21218086063659222,0.526304952399003,362688.0,625728.0,429.0,245.0,247.0,193.0,542.0,0.0
78,34.4,33.35,0.4986547457698438,0.24282866745975348,0.17566084058551082,0.268082649250345,0.3911390770466473,176512.0,683360.0,512.0,251.0,163.0,197.0,402.0,0.0
79,34.4,3.55,0.3068050166788469,0.10332518859176422,0.11304951581874152,0.19744957652881365,0.46403416449032375,176832.0,73600.0,315.0,71.0,66.0,90.0,478.0,0.0
80,44.2,3.85,1.3778635346943497,0.22194095816380596,0.20653205040438585,0.1634650669350853,0.4986547457698438,227296.0,79520.0,1418.0,356.0,170.0,108.0,516.0,0.0
81,122.8,35.7,0.1270720267009761,0.2102809627092118,0.10807803912996895,0.19923354230667628,0.40546764686528436,629536.0,732128.0,130.0,156.0,75.0,89.0,418.0,0.0
82,51.2,4.8,0.18707627191715065,0.10425873630394183,0.16793596208624098,0.20468273273584747,0.38416580623817104,262752.0,98432.0,191.0,65.0,124.0,127.0,397.0,0.0
83,46.2,4.1,0.48103309483074475,0.11824967523220054,0.15211602095849217,0.14412438152599996,0.3013352628438305,237152.0,84544.0,496.0,117.0,97.0,57.0,312.0,0.0
84,40.0,23.3,16.7935962086241,3.9467303614700606,4.203211141567021,1.203961104302808,0.9192316236260498,205056.0,477696.0,17353.0,6985.0,4985.0,3461.0,946.0,0.0
85,87.6,39.6,0.6132586838954456,0.4516803596815303,0.3448607009862543,0.23424749571260373,0.43571870745245805,448608.0,811680.0,636.0,512.0,357.0,260.0,451.0,0.0
86,44.8,3.75,0.3387124861943804,0.16945327103418178,0.11407092326346777,0.2028499741235547,0.41655749847890405,229440.0,77536.0,349.0,144.0,76.0,95.0,431.0,0.0
87,79.2,35.05,0.5215923421982858,0.2906865627912965,0.32091772635322535,0.24282866745975348,0.3946730361470061,406176.0,717984.0,539.0,330.0,312.0,254.0,407.0,0.0
88,44.6,4.7,0.3356796059026902,0.1353298830914057,0.1024,0.24723642585667988,0.3296950726913412,228512.0,96384.0,345.0,105.0,57.0,127.0,341.0,0.0
89,40.4,4.5,0.3267429356164207,0.10425873630394183,0.1024,0.25629342015227985,0.37393830630895386,207360.0,92640.0,336.0,73.0,65.0,142.0,385.0,0.0
90,40.2,5.5,0.4279506660531507,0.14806629407410293,0.16055079360788177,0.21995366692014168,0.43965544551254854,206752.0,113280.0,441.0,142.0,125.0,140.0,455.0,0.0
91,86.6,36.6,0.19568158463697313,0.22801121386003648,0.11510155917025851,0.2539985320257652,0.44362775217754097,443584.0,750368.0,201.0,184.0,95.0,148.0,458.0,0.0
92,68.4,29.55,0.5554883519499598,0.36398308921465733,0.19744957652881365,0.30957701376212127,0.46822673397445747,351136.0,606080.0,574.0,389.0,209.0,252.0,482.0,0.0
93,28.0,5.45,0.28550417053830485,0.137786353469435,0.19923354230667628,0.19923354230667628,0.4018370312688165,143584.0,111872.0,293.0,118.0,160.0,141.0,413.0,0.0
94,52.0,5.7,0.3911390770466473,0.1024,0.13655259465352437,0.16055079360788177,0.4516803596815303,266432.0,116864.0,401.0,18.0,74.0,65.0,467.0,0.0
95,44.2,4.45,0.14674048719226498,0.16055079360788177,0.2028499741235547,0.21603230857279196,0.3607239323108456,227008.0,92064.0,150.0,123.0,169.0,159.0,371.0,0.0
96,73.8,6.2,0.4279506660531507,0.11003984162010291,0.16055079360788177,0.12822012816031303,0.4724571835118812,378112.0,127488.0,441.0,103.0,101.0,45.0,489.0,0.0
97,36.0,5.65,0.43965544551254854,0.1024,0.19392942359868295,0.20468273273584747,0.5215923421982858,184768.0,116640.0,453.0,15.0,140.0,143.0,536.0,0.0
98,45.6,3.35,0.3068050166788469,0.18707627191715065,0.21798417016794858,0.15487718863980784,0.46403416449032375,234368.0,69120.0,316.0,176.0,175.0,105.0,480.0,0.0
99,45.4,3.75,5.758375169949175,0.1024,0.3542929060730811,0.13655259465352437,0.3876367615240837,232960.0,77472.0,5971.0,793.0,295.0,164.0,398.0,0.0
100,45.8,6.4,0.41655749847890405,0.1024,0.19923354230667628,0.1024,0.4279506660531507,234528.0,131456.0,428.0,57.0,126.0,18.0,441.0,0.0
101,47.8,5.7,0.22394620467296977,0.11003984162010291,0.27050478800753586,0.1270720267009761,0.4091310652364684,244736.0,117728.0,229.0,93.0,214.0,106.0,421.0,0.0
102,50.8,5.05,1.5075395223997854,0.1024,0.1634650669350853,0.20653205040438585,0.3479765328837181,260288.0,103520.0,1558.0,208.0,115.0,127.0,359.0,0.0
103,31.6,4.85,0.4018370312688165,0.14283387109577214,0.1024,0.2906865627912965,0.3574939583664581,162240.0,99872.0,415.0,111.0,0.0,135.0,369.0,0.0
104,37.0,3.2,0.1024,0.1024,0.1024,0.28808371352153866,0.3296950726913412,189440.0,66272.0,28.0,0.0,34.0,157.0,339.0,0.0
105,32.8,3.25,0.12480657252785048,0.1024,0.16945327103418178,0.13291720693948222,0.33267388245711177,168928.0,67488.0,127.0,37.0,108.0,54.0,342.0,0.0
106,89.4,48.0,0.7210347678574682,0.33267388245711177,0.28550417053830485,0.2933129289209221,0.4018370312688165,458592.0,983776.0,742.0,392.0,291.0,286.0,415.0,0.0
107,69.4,46.85,4.128275827569091,0.22394620467296977,0.48537925041276075,0.13903125935157085,0.5605072141187294,355968.0,959648.0,4268.0,785.0,455.0,242.0,576.0,0.0
108,85.0,42.1,0.6243903848667742,0.25629342015227985,0.3911390770466473,0.2656821986717712,0.596932131546734,435936.0,862752.0,644.0,320.0,386.0,317.0,616.0,0.0
109,38.0,4.5,0.26330324207274547,0.11614150691868232,0.1024,0.24065434466442132,0.516921929386749,195264.0,93056.0,270.0,76.0,61.0,125.0,531.0,0.0
110,35.6,3.55,0.4279506660531507,0.1024,0.11003984162010291,0.2609455869930851,0.4279506660531507,183168.0,72896.0,440.0,26.0,69.0,153.0,443.0,0.0
111,38.0,4.25,0.36727169274724036,0.10615121187202028,0.15911319872255733,0.20468273273584747,0.5810402347823543,195264.0,87072.0,377.0,90.0,115.0,122.0,601.0,0.0
112,46.2,46.1,0.5122933361229038,0.26330324207274547,0.22194095816380596,0.1921929516622048,0.34177276869550477,236576.0,944800.0,529.0,284.0,197.0,145.0,352.0,0.0
113,28.6,5.6,0.22194095816380596,0.21603230857279196,0.11824967523220054,0.22801121386003648,0.36727169274724036,147136.0,115072.0,229.0,177.0,92.0,124.0,378.0,0.0
114,38.0,3.2,0.1024,0.1024,0.15075395223997853,0.24065434466442132,0.31519636956627706,194912.0,66272.0,29.0,29.0,113.0,155.0,324.0,0.0
115,50.4,4.65,0.32091772635322535,0.1024,0.19392942359868295,0.14542655177583327,0.4897646737053482,258912.0,95712.0,331.0,65.0,136.0,81.0,505.0,0.0
116,81.8,28.15,0.2300713054016148,0.12937860276781757,0.19923354230667628,0.11824967523220054,0.46822673397445747,418976.0,576512.0,237.0,103.0,142.0,57.0,481.0,0.0
117,60.6,18.4,0.540699797143687,0.19568158463697313,0.14412438152599996,0.36398308921465733,0.3542929060730811,310464.0,377696.0,558.0,205.0,145.0,279.0,366.0,0.0
118,34.4,4.45,0.1024,0.14155491608144893,0.13655259465352437,0.18707627191715065,0.3807259303848422,176448.0,91424.0,73.0,82.0,93.0,92.0,393.0,0.0
119,65.4,13.25,0.3876367615240837,0.14283387109577214,0.14542655177583327,0.26330324207274547,0.4986547457698438,335232.0,272192.0,399.0,129.0,118.0,176.0,513.0,0.0
120,56.2,4.1,13.7786353469435,0.1024,0.6649667907340404,0.1024,0.4091310652364684,287936.0,84832.0,14180.0,1656.0,560.0,240.0,420.0,0.0
121,35.0,4.05,0.2028499741235547,0.19568158463697313,0.1921929516622048,0.19392942359868295,0.42411873427091507,179552.0,83520.0,208.0,166.0,159.0,131.0,436.0,0.0
122,30.0,3.7,0.28550417053830485,0.15487718863980784,0.10807803912996895,0.2959630243862989,0.5122933361229038,154240.0,76672.0,293.0,121.0,88.0,189.0,529.0,0.0
123,82.6,49.95,0.6023254401225595,0.28550417053830485,0.3511205164620939,0.2102809627092118,0.44763594881137564,423840.0,1023872.0,619.0,341.0,337.0,237.0,462.0,0.0
124,64.2,6.5,0.5215923421982858,0.1024,0.10615121187202028,0.24282866745975348,0.43571870745245805,329216.0,133152.0,535.0,74.0,66.0,133.0,448.0,0.0
125,97.2,18.5,0.11304951581874152,0.1024,0.16055079360788177,0.2959630243862989,0.540699797143687,498368.0,379616.0,115.0,37.0,134.0,218.0,560.0,0.0
126,35.0,4.25,0.3876367615240837,0.1024,0.12039611043028081,0.22596956867426202,0.26330324207274547,179872.0,87584.0,397.0,47.0,76.0,124.0,271.0,0.0
127,45.2,3.8,10.332518859176423,0.1024,0.4598791358760376,0.1634650669350853,0.2933129289209221,232160.0,77856.0,10656.0,1272.0,390.0,252.0,303.0,0.0
128,94.0,23.55,0.4516803596815303,0.27541491564288445,0.10905452905988393,0.30957701376212127,0.5505144293945164,482016.0,482656.0,464.0,268.0,107.0,204.0,566.0,0.0
129,46.0,18.4,1.0332518859176423,0.31519636956627706,0.5915871154311907,0.2804141705486706,0.7542016125657375,235744.0,376832.0,1065.0,472.0,604.0,446.0,779.0,0.0
130,49.0,6.4,0.5810402347823543,0.18876651442269293,0.13291720693948222,0.22596956867426202,0.34177276869550477,251776.0,131616.0,600.0,201.0,103.0,130.0,351.0,0.0
131,39.4,5.45,0.7145785188965031,0.11719085064164587,0.2656821986717712,0.18876651442269293,0.476725855350575,202016.0,111968.0,736.0,167.0,224.0,168.0,493.0,0.0
132,41.0,4.05,0.36398308921465733,0.13903125935157085,0.16643223934073492,0.23215000996264873,0.33267388245711177,210624.0,83712.0,375.0,125.0,133.0,156.0,342.0,0.0
133,39.2,4.6,0.5122933361229038,0.14412438152599996,0.23424749571260373,0.18876651442269293,0.3807259303848422,200832.0,94592.0,528.0,162.0,195.0,150.0,393.0,0.0
134,61.8,6.65,0.46403416449032375,0.12258150712276275,0.1534903960289547,0.2933129289209221,0.4598791358760376,316704.0,137120.0,477.0,120.0,130.0,210.0,476.0,0.0
135,80.4,32.2,0.3238172324012421,0.17566084058551082,0.12822012816031303,0.2450226353590413,0.455761311985254,412448.0,660256.0,333.0,151.0,101.0,148.0,470.0,0.0
136,37.2,3.9,0.18046529951454654,0.1024,0.11719085064164587,0.21409792422694074,0.3876367615240837,190656.0,80544.0,185.0,13.0,69.0,109.0,398.0,0.0
137,51.6,7.8,13.17270471615462,0.1024,0.6590125825000742,0.1024,0.46822673397445747,264224.0,160320.0,13602.0,1667.0,560.0,205.0,484.0,0.0
138,40.2,4.0,0.16643223934073492,0.12480657252785048,0.2300713054016148,0.17098428893650555,0.40546764686528436,206016.0,82048.0,171.0,94.0,184.0,129.0,418.0,0.0
139,67.4,27.35,0.31237405596334344,0.2586090426959236,0.16200137722745894,0.1854011640859773,0.4598791358760376,345248.0,560736.0,322.0,241.0,133.0,105.0,476.0,0.0
140,40.8,4.05,0.1024,0.1024,0.2450226353590413,0.20839807674098557,0.5215923421982858,209216.0,83616.0,47.0,53.0,204.0,175.0,540.0,0.0
141,34.6,5.15,0.12480657252785048,0.11407092326346777,0.10425873630394183,0.21603230857279196,0.34177276869550477,178080.0,106368.0,127.0,56.0,62.0,104.0,353.0,0.0
142,81.8,21.7,0.17098428893650555,0.1854011640859773,0.21995366692014168,0.16945327103418178,0.5310601412442039,419328.0,445184.0,176.0,156.0,180.0,121.0,548.0,0.0
143,92.4,46.35,0.7210347678574682,0.3911390770466473,0.3574939583664581,0.2450226353590413,0.4318172195108682,473600.0,949536.0,746.0,468.0,365.0,278.0,447.0,0.0
144,46.2,6.75,0.23424749571260373,0.11304951581874152,0.19568158463697313,0.1024,0.4318172195108682,237216.0,138816.0,240.0,85.0,125.0,0.0,446.0,0.0
145,47.8,4.4,0.26330324207274547,0.1024,0.18876651442269293,0.19392942359868295,0.455761311985254,245120.0,90528.0,269.0,0.0,134.0,128.0,469.0,0.0
146,43.8,3.55,11.304951581874152,0.1024,0.5215923421982858,0.14542655177583327,0.3574939583664581,224640.0,72992.0,11725.0,1329.0,438.0,268.0,369.0,0.0
147,41.0,3.3,5.122933361229038,0.1024,0.4018370312688165,0.1854011640859773,0.42411873427091507,210208.0,68576.0,5274.0,695.0,350.0,240.0,437.0,0.0
148,81.4,46.75,0.840160881564159,0.4018370312688165,0.3911390770466473,0.27294881089701023,0.4318172195108682,417088.0,958112.0,866.0,499.0,405.0,324.0,446.0,0.0
149,42.6,6.7,3.7059000896020597,0.1024,0.32091772635322535,0.1024,0.3876367615240837,218208.0,137440.0,3809.0,427.0,230.0,44.0,400.0,0.0
150,54.4,5.0,8.709384350146523,0.1024,0.5077061879485087,0.16494198114485398,0.40546764686528436,279136.0,102432.0,9013.0,1008.0,434.0,281.0,419.0,0.0
151,38.0,5.1,9.275369225651875,0.1024,0.5505144293945164,0.13903125935157085,0.4598791358760376,194688.0,104576.0,9569.0,1174.0,482.0,278.0,474.0,0.0
152,37.6,3.55,0.12937860276781757,0.16200137722745894,0.1024,0.19392942359868295,0.3574939583664581,193280.0,73440.0,132.0,96.0,0.0,46.0,369.0,0.0
153,65.0,6.4,0.268082649250345,0.14412438152599996,0.11931806635041005,0.22194095816380596,0.27294881089701023,333696.0,131936.0,276.0,109.0,83.0,119.0,282.0,0.0
154,36.8,5.55,0.42032111415670215,0.1024,0.14674048719226498,0.21995366692014168,0.2959630243862989,189120.0,114400.0,433.0,83.0,105.0,132.0,305.0,0.0
155,111.2,41.45,0.4724571835118812,0.2959630243862989,0.2539985320257652,0.30957701376212127,0.5310601412442039,569536.0,849440.0,485.0,315.0,258.0,285.0,546.0,0.0
156,40.4,18.75,0.455761311985254,0.15211602095849217,0.1740879481674622,0.20103362629533755,0.6023254401225595,207200.0,384608.0,468.0,152.0,136.0,127.0,624.0,0.0
157,43.0,6.65,0.18876651442269293,0.1024,0.2102809627092118,0.11614150691868232,0.42032111415670215,220224.0,136480.0,194.0,67.0,148.0,60.0,433.0,0.0
