,0,1,2,3,4,5,6
282,451,807,49,66,88,70,35
283,157,92,0,0,73,41,65
284,166,93,0,71,58,8,83
285,629,311,187,79,64,58,0
286,335,486,65,43,13,65,0
287,377,431,193,120,69,0,0
288,112,166,0,0,52,44,12
289,487,693,45,23,95,62,22
290,112,298,0,70,0,62,56
291,348,738,46,37,107,85,0
292,163,39,23,69,28,95,0
293,195,117,0,0,68,21,0
294,138,70,0,0,74,0,0
295,298,1023,80,19,78,48,47
296,203,57,0,327,169,55,0
297,149,56,0,0,0,69,0
298,467,1023,0,0,15,38,21
299,133,80,0,55,57,83,74
300,122,62,0,107,0,97,0
301,182,71,0,431,256,81,0
302,137,88,0,31,0,92,0
303,150,89,0,51,69,92,0
304,394,625,2,69,40,119,0
305,187,78,0,456,299,0,69
306,183,329,35,47,39,113,5
307,153,69,19,0,40,80,50
308,159,56,0,0,0,75,15
309,256,1023,0,0,0,87,127
310,591,301,171,173,80,128,116
311,134,66,0,91,7,76,19
312,154,73,0,0,51,87,92
313,160,72,0,31,0,72,40
314,157,65,0,0,0,50,0
315,136,453,0,17,0,58,100
316,408,977,99,0,67,100,60
317,134,75,0,0,20,3,1
318,446,1023,71,91,30,100,0
319,156,61,0,0,0,111,10
320,201,66,0,428,275,0,38
321,208,79,0,510,344,0,13
322,172,54,0,27,55,58,90
323,155,114,0,105,114,23,0
324,276,268,59,10,8,64,0
325,134,93,0,49,13,101,78
326,233,64,0,470,302,34,9
327,133,79,0,42,15,89,4
328,448,691,82,111,30,137,118
329,375,456,22,0,107,27,63
330,133,91,0,0,26,66,92
331,131,90,44,50,52,34,35
332,358,155,84,639,476,0,110
333,558,238,129,56,66,32,11
334,454,1023,113,51,125,8,40
335,319,203,60,70,77,52,0
336,144,52,0,0,0,85,86
337,153,75,0,0,79,24,38
338,121,69,0,4,97,25,1
339,364,1023,120,85,104,98,0
340,179,103,32,516,339,171,81
341,148,591,0,36,23,71,60
342,242,67,10,409,243,62,25
343,183,76,16,495,341,74,52
344,497,798,121,85,85,65,41
345,157,80,0,0,38,70,0
346,336,338,83,263,138,76,0
347,175,122,0,61,74,82,0
348,122,78,30,0,0,85,63
349,239,75,0,529,362,34,8
350,125,878,0,81,38,23,49
351,152,79,46,0,77,82,7
352,360,585,29,36,28,66,83
353,152,66,0,72,48,102,22
354,175,109,0,3,39,72,0
355,198,92,77,375,227,91,0
356,131,68,0,11,0,52,26
357,210,78,23,279,159,25,0
358,133,63,0,167,104,0,0
359,137,49,0,40,19,90,69
360,161,77,0,11,14,64,45
361,742,1023,240,163,146,117,56
362,129,71,21,68,23,31,84
363,411,560,72,0,85,78,0
364,443,1023,157,0,132,0,24
365,808,1023,257,152,142,126,21
366,139,75,19,0,58,90,0
367,325,893,19,0,77,43,0
368,115,79,0,51,0,52,38
369,137,82,0,0,88,0,56
370,223,113,80,501,333,0,15
371,141,55,46,56,49,127,91
372,477,831,64,0,30,88,21
373,141,105,0,0,12,85,0
374,139,496,0,24,0,137,0
375,202,76,0,464,306,0,104
376,176,57,1,33,3,132,0
377,384,602,0,4,9,16,57
378,402,993,71,0,43,101,0
379,466,1023,151,74,117,69,0
380,336,245,134,631,463,0,27
381,260,74,82,399,257,0,126
382,214,62,36,520,364,0,72
383,335,310,72,0,49,56,0
384,151,55,0,0,0,94,0
385,126,70,0,146,121,31,0
386,144,61,0,56,19,60,92
387,136,74,0,0,32,38,41
388,376,630,0,28,23,86,68
389,189,113,51,594,424,0,30
390,173,60,65,477,312,136,0
391,205,61,0,519,347,58,119
392,188,55,40,314,166,112,2
393,317,664,87,0,75,95,0
394,280,138,0,496,325,85,0
395,131,78,0,8,40,55,0
396,427,1023,101,0,79,58,72
397,153,78,0,0,36,83,13
398,162,64,0,0,0,81,0
399,406,994,47,222,112,100,40
400,263,60,0,461,306,0,68
401,341,753,0,78,57,63,76
402,510,880,95,3,94,77,121
403,395,796,131,93,64,107,0
404,433,600,14,0,25,120,60
405,321,675,0,91,38,92,38
406,156,84,0,11,12,79,32
407,350,831,123,30,104,102,0
408,159,70,0,0,25,89,99
409,422,852,146,53,105,63,53
410,421,713,16,65,82,20,0
411,143,82,0,55,0,69,87
412,128,844,0,305,171,3,0
413,160,54,27,0,44,53,0
414,458,586,29,33,18,111,31
415,358,509,5,93,105,111,0
416,347,1023,114,0,93,104,82
417,175,55,0,0,41,57,0
418,473,148,0,84,9,115,102
419,364,768,42,57,94,61,0
420,137,604,0,51,0,74,25
421,351,169,78,78,64,41,38
422,135,60,0,0,8,116,0
423,435,726,107,62,63,111,22
424,262,79,22,553,388,32,67
425,153,70,48,297,165,100,91
426,158,73,0,0,0,70,13
427,199,76,0,542,373,49,82
428,203,90,6,532,356,90,80
429,142,80,0,0,46,91,0
430,447,504,50,51,75,47,3
431,215,72,0,566,398,0,14
432,209,82,92,392,221,103,48
433,156,64,2,509,338,61,56
434,423,690,0,83,43,122,0
435,182,57,0,458,292,49,84
436,128,105,16,0,8,98,0
437,330,785,90,24,52,76,0
438,189,60,34,667,495,0,86
439,122,72,0,0,29,65,0
440,152,74,0,160,68,65,0
441,164,69,0,13,0,95,88
442,251,750,0,13,0,75,0
443,121,74,0,0,78,60,72
444,257,122,57,48,42,78,110
445,466,795,73,105,67,76,0
446,413,770,35,267,135,56,0
447,234,107,111,475,323,6,169
448,196,71,34,535,368,0,126
449,164,80,0,53,0,95,42
450,307,758,38,25,0,91,0
451,129,65,0,0,36,59,0
452,173,77,18,508,357,0,50
453,713,1023,256,18,142,111,114
454,271,1023,101,68,119,0,95
455,335,179,0,87,0,41,0
456,211,73,37,451,292,45,27
457,151,60,0,0,93,0,100
458,146,111,98,0,66,30,60
459,150,73,7,33,0,105,52
460,240,87,49,420,272,5,0
461,361,750,62,19,61,56,0
462,448,732,76,52,0,81,0
463,168,56,0,0,30,46,49
464,187,81,11,482,326,82,31
465,384,1023,88,68,67,87,43
466,133,65,0,4,53,96,100
467,414,674,90,101,115,86,9
468,151,67,0,67,0,86,0
469,318,755,62,30,67,62,0
470,170,64,0,0,65,76,17
471,190,99,88,551,375,99,129
472,212,54,17,513,354,0,91
473,477,931,144,59,0,116,117
474,213,1023,157,134,113,101,84
475,559,928,120,61,86,54,83
476,131,56,0,34,4,108,42
477,117,216,0,0,55,0,0
478,130,71,0,0,79,0,0
479,132,77,0,0,44,2,0
480,197,76,77,393,234,77,0
481,410,521,25,0,89,12,0
482,151,62,0,0,0,87,4
483,153,70,0,0,0,52,49
484,186,48,0,548,382,13,38
485,135,74,0,0,0,95,0
486,428,602,35,0,0,91,0
487,636,1023,202,69,132,37,9
488,372,825,54,66,87,73,0
489,183,84,38,530,372,14,119
490,410,204,33,13,54,0,60
491,329,604,26,46,46,95,0
492,129,57,0,0,8,92,106
493,470,730,41,43,115,0,49
494,139,59,0,0,73,90,0
495,185,68,55,520,360,0,98
496,425,623,82,86,28,110,20
497,161,60,0,22,51,67,69
498,364,527,0,0,62,0,0
499,175,59,0,3,16,82,95
500,170,91,0,41,79,87,0
501,240,135,0,13,98,17,0
502,499,896,100,33,0,113,57
503,156,50,0,0,0,108,0
504,126,84,0,19,34,94,0
505,209,70,2,292,152,118,0
506,470,196,0,0,0,70,0
507,203,96,0,0,43,55,74
508,129,86,0,33,36,84,0
509,263,89,37,533,372,0,100
510,446,992,83,38,64,89,0
511,118,175,0,32,68,0,29
512,147,111,0,316,175,60,0
513,125,255,0,77,10,57,63
514,423,152,144,66,60,107,103
515,135,405,0,0,0,80,20
516,142,72,0,0,28,28,0
517,404,910,125,51,113,40,92
518,395,487,4,0,51,0,0
519,438,819,66,74,50,109,0
520,385,675,14,59,10,92,120
521,699,616,140,106,41,120,44
522,151,83,3,0,38,21,0
523,127,106,44,0,86,34,0
524,162,76,0,14,46,80,44
525,147,89,0,104,63,88,48
526,136,457,0,40,70,47,0
527,460,707,0,62,86,24,67
528,112,273,0,0,0,85,0
529,143,87,0,27,70,84,124
530,370,833,84,54,113,58,43
531,146,61,0,67,0,64,5
532,303,1023,98,69,64,49,40
533,140,70,0,0,40,48,0
534,181,80,4,439,283,33,87
535,212,97,73,577,400,159,175
536,400,987,119,122,0,133,77
537,159,65,11,107,18,119,2
538,138,114,0,42,25,50,0
539,449,894,58,69,80,132,25
540,464,197,62,53,0,92,0
541,143,78,8,0,35,31,82
542,256,120,0,262,132,107,31
543,158,82,0,16,11,73,0
544,155,104,0,40,0,47,111
545,403,573,85,73,31,101,0
546,139,77,0,86,0,51,0
547,171,129,51,563,400,0,68
548,634,202,98,54,82,0,74
549,211,104,64,497,332,74,90
550,137,83,0,62,0,71,0
551,126,65,60,57,42,24,112
552,244,71,60,525,361,39,0
553,177,66,17,0,60,0,93
554,188,76,0,509,349,0,43
555,137,88,0,76,91,39,0
556,161,78,0,0,0,74,0
557,148,74,0,0,32,0,91
558,373,403,0,114,0,38,51
559,132,50,0,53,36,67,0
560,465,147,109,23,83,6,0
561,262,587,0,54,48,73,45
562,138,71,6,0,55,0,0
563,402,724,61,132,100,47,89
564,378,590,76,38,0,43,0
565,547,1023,200,122,122,67,0
566,392,915,102,49,59,72,50
567,121,491,0,0,0,16,31
568,247,141,9,0,90,34,0
569,131,64,0,78,33,102,27
570,243,72,16,458,304,0,21
571,110,314,0,76,47,0,86
572,147,63,0,77,0,98,0
573,327,733,83,6,39,102,44
574,109,112,0,0,8,61,0
575,367,644,101,34,0,74,0
576,311,905,12,0,43,70,56
577,261,133,60,481,325,0,28
578,170,94,0,200,81,79,15
579,151,60,0,0,21,85,25
580,169,56,0,0,60,65,0
581,476,614,46,30,76,15,0
582,151,77,0,42,0,79,3
583,357,841,55,0,20,54,0
584,496,722,118,83,0,122,62
585,206,86,0,7,42,42,0
586,179,90,0,69,4,70,59
587,168,67,0,28,0,63,9
588,118,64,0,0,65,51,11
589,194,75,0,522,357,22,0
590,194,54,26,310,216,0,0
591,511,1023,103,0,112,14,49
592,171,65,50,552,367,124,102
593,130,105,0,0,92,21,35
594,182,85,0,0,13,66,0
595,382,594,0,0,60,84,0
596,508,919,139,27,90,64,0
597,290,472,0,81,9,114,91
598,560,865,72,73,0,58,82
599,193,75,0,99,53,81,0
600,207,75,78,521,364,31,71
601,170,67,0,69,19,69,5
602,128,107,70,62,87,51,62
603,408,1023,89,74,35,141,0
604,164,60,0,60,70,37,78
605,162,58,0,0,2,89,107
606,155,55,0,43,101,92,78
607,419,751,98,84,0,122,10
608,132,87,0,136,31,74,0
609,198,91,65,662,495,0,81
610,148,73,0,69,24,35,0
611,274,168,56,145,92,101,75
612,165,54,0,0,0,25,54
613,233,78,119,502,345,0,62
614,438,932,108,38,109,11,0
615,465,549,75,0,41,48,0
616,519,1023,135,0,77,85,24
617,168,73,42,51,93,0,121
618,141,81,0,63,0,72,51
619,232,69,0,492,335,0,101
620,312,650,66,71,61,119,0
621,402,1023,87,127,120,78,78
622,119,268,0,0,1,42,69
623,245,115,115,482,335,0,110
624,483,478,158,84,118,82,0
625,171,88,0,0,25,87,0
626,131,57,7,86,0,117,53
627,193,66,0,445,275,20,12
628,172,57,0,0,40,37,0
629,140,62,0,40,88,52,0
630,149,97,0,41,61,55,84
631,359,749,53,102,59,118,116
632,140,69,0,48,0,118,0
633,174,716,0,26,43,32,14
634,141,76,0,45,47,35,53
635,150,75,0,5,0,72,0
636,383,1023,0,72,57,74,0
637,178,76,0,175,83,49,54
638,392,636,19,15,59,51,0
639,242,99,53,478,299,0,88
640,123,302,0,21,38,37,0
641,160,70,0,0,103,38,0
642,170,79,13,55,0,96,22
643,159,73,0,0,0,88,125
644,973,1023,272,249,223,220,227
645,280,1023,117,48,45,59,41
646,242,99,0,475,317,90,21
647,125,73,0,0,0,87,4
648,301,940,86,100,23,75,0
649,314,525,27,78,76,93,0
650,690,701,199,84,118,73,154
651,422,798,88,79,43,57,43
652,208,76,0,385,214,27,0
653,717,566,227,99,165,25,68
654,180,66,0,30,8,85,43
655,165,64,0,575,405,0,0
656,648,768,139,65,46,98,0
657,255,60,39,470,308,0,29
658,151,72,0,85,17,117,114
659,419,676,45,0,40,91,126
660,134,80,0,99,0,110,48
661,229,88,109,428,267,56,0
662,382,354,8,64,55,95,20
663,286,114,27,98,0,87,0
664,186,72,101,548,387,0,88
665,155,83,0,81,22,82,0
666,458,1023,139,73,96,76,83
667,365,634,101,0,87,12,55
668,228,61,0,484,332,0,57
669,213,63,23,322,205,6,42
670,1023,1023,497,384,378,323,355
671,407,830,20,0,0,82,61
672,167,92,0,0,24,59,76
673,126,531,0,0,36,114,46
674,415,1023,148,72,117,110,0
675,154,74,0,0,51,84,0
676,428,1023,134,64,69,43,64
677,126,122,0,0,0,86,0
678,352,892,62,16,63,64,0
679,169,101,0,37,43,67,94
680,145,82,0,0,32,0,21
681,518,1023,196,157,113,35,104
682,137,72,0,2,0,77,102
683,156,86,0,25,15,55,64
684,210,90,77,553,397,0,88
685,139,68,2,46,91,50,73
686,331,581,94,105,46,83,64
687,462,1023,127,69,108,75,0
688,142,52,0,88,131,0,0
689,135,89,3,40,0,36,3
690,398,659,71,57,46,97,39
691,141,89,0,205,125,12,116
692,130,376,0,0,0,104,0
693,374,468,0,101,20,70,0
694,435,941,88,87,59,75,139
695,165,65,0,22,69,76,81
696,122,280,0,0,33,23,0
697,242,102,17,244,146,54,11
698,125,79,0,50,0,117,137
699,305,183,76,531,373,33,61
700,427,654,5,23,23,47,57
701,130,78,0,0,43,18,0
702,178,77,0,59,29,86,67
703,390,954,0,79,75,0,0
704,581,753,98,67,7,86,0
705,366,677,117,0,26,75,98
706,181,76,16,592,427,0,98
707,224,64,54,528,365,0,151
708,445,669,29,65,67,21,40
709,369,725,0,5,0,92,66
710,164,66,0,0,38,14,56
711,276,255,0,172,101,0,42
712,191,74,0,419,274,11,50
713,149,60,0,30,0,54,0
714,325,434,0,5,107,0,0
715,150,68,0,83,0,101,104
716,167,125,0,591,418,0,90
717,626,694,75,0,115,38,0
718,175,64,0,59,0,32,38
719,134,79,0,63,0,81,29
720,151,73,37,46,27,82,0
721,317,1023,53,29,46,123,67
722,145,92,0,29,6,70,36
723,155,68,0,48,75,0,0
724,474,585,39,52,19,85,31
725,157,251,0,0,0,21,5
726,234,1023,93,95,39,121,54
727,118,52,0,76,0,70,38
728,182,94,11,431,291,0,39
729,232,85,83,516,350,0,0
730,172,617,0,0,13,75,122
731,167,873,0,0,29,75,71
732,235,62,0,492,332,0,5
733,190,122,40,20,36,112,0
734,126,68,0,0,0,80,0
735,320,554,0,88,26,81,65
736,149,71,0,215,138,63,47
737,342,129,114,0,110,104,118
738,123,298,58,60,150,35,94
739,470,813,57,63,55,68,52
740,196,83,106,515,355,81,55
741,164,80,0,214,98,58,35
742,202,104,82,500,337,0,31
743,349,213,24,109,50,37,0
744,194,78,31,614,443,0,47
745,452,694,97,101,51,16,89
746,126,84,0,82,22,86,110
747,475,1023,0,41,47,22,0
748,141,84,32,109,33,77,49
749,356,1023,248,134,163,176,152
750,129,70,47,80,45,106,95
751,485,1023,119,68,41,133,61
752,163,628,0,0,0,74,0
753,428,803,71,71,65,53,0
754,425,973,77,76,66,112,0
755,166,92,0,29,0,107,33
756,172,225,151,30,71,32,69
757,277,1023,97,93,122,28,33
758,129,114,0,0,0,46,46
759,272,472,0,24,0,97,0
760,449,872,60,67,84,82,60
761,140,74,0,3,79,0,75
762,154,54,0,8,57,34,19
763,446,827,70,45,33,60,19
764,132,124,56,29,40,36,90
765,193,78,0,490,326,40,30
766,361,705,0,82,0,72,0
767,530,1023,139,54,17,65,78
768,145,79,60,0,37,84,104
769,129,87,0,0,0,79,93
770,369,857,146,78,157,14,99
771,155,68,0,0,11,92,0
772,225,53,10,264,179,3,126
773,470,766,118,73,120,32,168
774,378,558,64,0,80,86,41
775,121,87,0,0,0,104,56
776,132,74,0,110,0,109,91
777,156,63,0,70,0,30,0
778,252,123,82,498,334,0,98
779,201,42,0,76,0,98,0
780,138,55,0,103,43,69,0
781,214,144,56,76,82,60,88
782,275,71,23,531,376,0,99
783,214,107,5,528,368,67,49
784,177,89,0,0,66,0,0
785,405,686,104,135,81,47,2
786,139,70,0,0,0,126,2
787,457,753,16,0,71,31,0
788,370,583,0,28,33,29,0
789,198,741,147,100,126,75,0
790,137,112,0,114,111,8,0
791,424,1023,100,204,90,80,0
792,164,73,0,14,0,81,0
793,178,61,0,0,1,81,0
794,186,98,0,0,27,50,0
795,192,58,29,604,440,0,128
796,144,57,0,220,116,92,0
797,154,122,0,100,42,57,38
798,128,92,41,0,97,0,0
799,655,1023,190,68,63,128,143
800,125,65,0,66,33,57,0
801,390,884,61,37,61,58,40
802,628,210,171,57,81,47,3
803,211,75,15,496,339,0,6
804,221,65,0,475,320,32,76
805,232,54,29,496,336,54,80
806,164,84,0,50,28,68,37
807,333,1000,102,79,45,62,29
808,336,1023,0,0,56,28,0
809,461,696,47,10,41,76,0
810,221,66,0,513,355,0,55
811,139,68,0,22,0,59,49
812,409,732,44,89,44,78,29
813,313,204,90,132,50,103,106
814,167,69,60,594,425,94,94
815,422,144,97,49,65,0,0
816,351,110,77,610,445,0,127
817,130,295,0,57,35,0,0
818,154,69,32,12,3,109,84
819,181,109,0,43,9,105,145
820,448,1023,118,37,147,0,115
821,110,342,0,0,17,62,0
822,443,846,117,55,49,70,38
823,211,67,0,420,239,130,38
824,254,72,70,368,210,102,0
825,189,46,0,25,15,61,59
826,168,65,26,54,0,113,0
827,375,707,102,1,92,69,84
828,137,61,0,25,62,35,57
829,151,49,0,55,0,79,61
830,183,90,50,0,85,11,106
831,207,71,0,539,370,35,80
832,201,79,0,514,342,123,93
833,133,87,0,89,7,78,78
834,229,189,38,431,275,0,0
835,155,76,0,0,15,89,0
836,502,1023,0,0,0,33,93
837,347,550,57,36,13,115,105
838,137,82,41,108,4,124,38
839,134,70,0,122,66,0,48
840,342,596,122,114,72,124,19
841,195,64,27,561,399,0,17
842,150,198,0,6,44,64,69
843,227,72,0,224,138,0,0
844,327,676,46,0,31,78,0
845,186,99,108,439,299,0,83
846,249,100,56,447,290,20,4
847,212,868,0,0,0,88,0
848,232,67,0,265,138,85,94
849,152,58,0,71,0,70,43
850,393,690,26,13,43,62,0
851,193,59,0,110,86,16,0
852,166,76,0,69,0,52,0
853,157,84,0,0,8,38,41
854,539,1023,0,10,0,35,43
855,444,552,9,0,0,120,0
856,127,89,9,67,77,104,82
857,419,558,28,75,87,56,0
858,500,684,87,62,55,91,38
859,137,71,0,32,0,104,0
860,187,70,0,6,14,91,101
861,443,1023,266,120,264,108,253
862,204,93,57,522,364,63,98
863,132,285,0,0,0,77,3
864,429,1023,105,58,40,96,0
865,592,207,77,0,73,0,118
866,141,57,13,0,60,71,0
867,135,71,15,0,0,110,123
