,0,1,2,3,4,5,6
868,156,87,70,63,32,64,47
869,168,50,3,531,377,0,99
870,384,587,90,70,0,97,55
871,222,386,22,25,42,98,15
872,122,344,0,11,89,67,43
873,168,54,10,34,0,21,0
874,518,756,65,14,73,36,0
875,134,45,0,0,65,60,40
876,211,72,0,541,380,0,73
877,412,549,49,62,68,55,61
878,435,754,58,0,117,0,14
879,291,871,73,94,86,66,35
880,145,60,0,0,0,44,38
881,656,218,165,0,99,0,67
882,155,49,0,42,79,80,83
883,197,67,68,531,369,0,129
884,230,67,0,529,365,0,0
885,405,849,81,0,108,0,4
886,259,105,138,475,314,84,72
887,345,1023,91,29,71,91,41
888,149,97,0,0,0,77,55
889,202,121,55,469,322,0,42
890,366,889,58,112,86,72,118
891,341,527,0,0,64,73,4
892,235,166,8,490,337,0,32
893,254,108,108,601,436,10,110
894,242,66,0,385,223,77,5
895,129,63,0,0,39,33,70
896,121,53,0,88,0,106,72
897,131,67,0,0,43,92,0
898,132,81,0,0,48,73,0
899,133,78,0,17,0,87,0
900,490,186,134,43,79,33,68
901,443,1011,43,111,37,66,57
902,209,108,46,353,219,71,32
903,140,82,0,29,100,0,95
904,407,760,26,0,84,85,0
905,407,1023,156,57,117,54,65
906,133,95,51,0,21,121,112
907,188,676,0,35,17,55,119
908,198,61,35,590,420,0,89
909,439,1023,193,112,141,102,43
910,121,77,0,0,0,97,0
911,162,49,0,58,95,76,97
912,122,313,0,0,0,26,62
913,229,189,0,0,43,56,0
914,447,900,96,0,92,93,7
915,144,78,0,0,47,45,5
916,387,639,12,0,48,18,15
917,259,96,0,260,118,39,64
918,123,62,0,48,0,117,57
919,145,106,0,22,88,0,118
920,143,68,0,89,0,105,12
921,214,130,60,569,401,0,95
922,132,391,0,27,30,48,82
923,186,73,0,466,317,0,0
924,139,62,0,0,1,78,88
925,545,1023,151,88,106,48,0
926,171,55,49,0,8,64,48
927,184,63,17,603,440,0,50
928,809,1023,258,491,350,96,192
929,438,729,30,17,89,0,0
930,167,55,0,32,28,69,86
931,181,53,56,308,160,39,48
932,378,486,115,0,92,52,0
933,207,103,0,538,377,0,114
934,140,86,0,0,9,34,35
935,199,82,0,480,325,0,93
936,169,83,0,0,79,23,0
937,339,216,29,197,89,56,62
938,1023,1023,514,597,479,372,428
939,207,64,4,494,334,1,77
940,153,81,0,0,0,75,0
941,539,1023,213,124,145,76,111
942,355,460,7,0,0,50,0
943,296,175,17,515,361,0,7
944,203,47,0,405,257,14,0
945,259,1023,36,26,91,3,12
946,220,51,0,371,228,0,86
947,141,85,0,52,7,82,0
948,209,95,24,532,371,0,38
949,137,64,0,34,76,4,41
950,211,74,2,497,341,0,31
951,397,696,66,27,44,124,43
952,222,85,10,488,341,0,38
953,425,711,33,71,0,112,38
954,145,78,0,94,10,91,48
955,422,956,152,126,82,129,125
956,152,656,0,66,0,100,0
957,354,162,72,4,101,52,109
958,359,1023,99,107,40,56,0
959,408,642,83,8,53,24,48
960,435,907,69,75,56,74,2
961,123,68,0,0,34,80,0
962,149,734,0,20,0,126,102
963,144,96,0,79,65,13,0
964,362,1023,104,65,101,73,84
965,144,104,39,0,35,30,21
966,402,685,56,37,95,61,74
967,413,565,139,10,65,92,81
968,564,1023,61,60,21,109,0
969,157,83,0,0,46,37,84
970,173,90,0,0,59,0,60
971,146,62,0,55,0,86,19
972,191,536,0,0,12,63,153
973,276,90,86,443,279,51,20
974,157,90,0,0,50,42,104
975,380,627,0,0,36,95,0
976,138,71,0,0,39,59,41
977,133,67,0,0,40,67,21
978,346,569,113,80,74,64,123
979,147,49,0,2,0,111,93
980,451,594,63,25,81,72,0
981,427,821,44,96,0,67,23
982,172,63,0,27,23,26,65
983,130,76,0,54,12,67,102
984,139,66,250,160,265,165,272
985,134,61,0,0,0,103,0
986,254,104,17,561,395,0,93
987,390,908,82,86,61,98,0
988,240,118,51,536,385,0,88
989,136,80,0,0,0,64,0
990,389,1023,129,82,99,60,72
991,484,951,37,76,44,110,38
992,402,727,0,120,34,98,105
993,151,102,61,109,61,63,37
994,205,46,0,451,292,47,95
995,587,221,0,82,0,70,35
996,193,82,0,0,1,55,107
997,113,198,0,24,0,84,0
998,330,665,0,5,58,0,52
999,168,73,49,0,69,100,41
1000,185,96,6,1,83,17,0
1001,174,104,0,0,89,9,72
1002,154,75,0,0,1,71,91
1003,336,527,99,34,94,42,0
1004,129,75,0,70,28,48,98
1005,348,520,5,0,73,50,76
1006,151,54,27,0,67,87,0
1007,405,649,63,54,92,85,29
1008,175,68,0,494,338,0,43
1009,227,55,0,523,345,77,88
1010,141,65,0,0,81,36,12
1011,224,87,18,477,322,0,0
1012,367,1023,208,142,132,171,62
1013,234,72,0,548,372,158,7
1014,162,66,0,46,6,59,0
1015,150,68,0,0,37,65,0
1016,173,67,0,36,90,0,0
1017,509,513,65,51,56,104,29
1018,135,99,0,15,0,76,0
1019,324,849,85,60,14,87,0
1020,217,61,0,369,227,5,99
1021,306,693,29,82,16,97,24
1022,456,899,45,44,26,101,0
1023,144,80,0,97,58,60,0
1024,136,86,0,0,0,75,0
1025,174,69,0,0,8,65,71
1026,139,60,0,0,46,69,48
1027,135,77,0,6,0,91,0
1028,146,74,4,55,83,19,0
1029,427,181,73,61,29,78,0
1030,183,69,0,506,334,87,0
1031,398,909,123,137,27,103,23
1032,432,1023,140,63,76,60,16
1033,159,68,0,44,24,114,115
1034,184,116,0,31,41,84,0
1035,203,65,22,559,395,0,72
1036,139,76,19,83,0,99,130
1037,331,413,15,0,37,56,0
1038,151,55,0,0,0,74,0
1039,190,73,55,501,351,0,7
1040,614,1023,109,52,60,10,126
1041,175,85,0,85,75,0,33
1042,129,93,0,82,26,48,0
1043,201,63,29,560,379,152,79
1044,144,78,0,0,75,24,100
1045,386,537,0,61,53,42,37
1046,227,1002,106,64,68,56,149
1047,217,171,0,0,86,2,57
1048,121,71,0,0,89,0,86
1049,158,647,0,0,0,42,0
1050,212,149,132,543,385,52,66
1051,423,874,114,87,57,93,55
1052,175,176,150,98,142,117,147
1053,230,71,0,454,296,0,9
1054,233,293,23,81,15,96,26
1055,116,119,0,24,46,51,0
1056,122,73,0,29,0,83,19
1057,450,809,124,63,152,89,60
1058,153,61,0,23,7,110,49
1059,163,67,0,0,71,59,15
1060,142,72,10,141,108,33,37
1061,468,777,82,107,0,135,0
1062,192,76,0,0,67,0,11
1063,205,136,128,645,479,0,121
1064,221,76,57,421,267,22,122
1065,420,910,41,59,85,38,0
1066,171,66,0,72,14,76,99
1067,132,79,39,0,28,75,89
1068,142,69,0,31,33,62,46
1069,191,73,59,492,335,0,21
1070,337,1023,148,91,98,34,25
1071,372,636,15,0,36,59,120
1072,144,83,53,62,0,86,0
1073,254,146,0,410,275,0,0
1074,452,896,74,0,35,92,0
1075,214,67,0,512,347,0,22
1076,155,72,0,64,0,107,26
1077,354,527,87,98,98,58,0
1078,158,72,9,82,38,80,66
1079,137,56,53,83,41,114,87
1080,154,55,66,447,280,136,79
1081,172,83,0,24,13,53,4
1082,376,779,39,67,47,85,75
1083,173,623,0,7,0,110,46
1084,349,288,141,46,73,89,12
1085,212,65,0,525,355,0,102
1086,439,590,0,0,101,0,0
1087,457,861,0,38,16,56,1
1088,165,65,0,15,0,71,43
1089,230,80,17,463,304,0,91
1090,156,303,0,0,21,3,7
1091,408,1023,84,62,49,90,0
1092,128,59,0,0,38,0,9
1093,183,70,0,416,253,56,0
1094,417,1023,115,7,105,29,0
1095,396,790,55,55,46,106,4
1096,154,71,0,0,0,67,30
1097,461,1023,93,128,58,55,35
1098,377,829,78,51,70,75,0
1099,155,126,21,0,52,0,34
1100,465,826,100,70,77,74,83
1101,136,510,6,77,0,109,46
1102,186,70,0,83,0,63,89
1103,447,1023,48,32,74,12,0
1104,137,69,0,73,5,74,0
1105,121,66,44,0,73,13,80
1106,166,62,0,36,31,81,0
1107,120,94,22,0,3,37,25
1108,359,164,0,0,31,40,29
1109,198,70,0,540,380,0,91
1110,158,62,52,0,61,74,119
1111,224,68,0,477,305,90,46
1112,149,75,0,0,35,28,50
1113,301,417,67,69,0,88,0
1114,607,362,171,0,94,117,0
1115,141,66,0,17,0,79,0
1116,383,677,36,75,77,79,105
1117,385,561,111,40,56,75,0
1118,429,783,108,88,78,58,8
1119,136,48,53,0,126,0,83
1120,389,780,142,147,121,99,0
1121,220,103,27,336,211,0,46
1122,479,1023,122,50,68,130,85
1123,138,80,0,122,21,101,0
1124,168,85,0,0,34,57,0
1125,215,855,1,0,17,81,63
1126,412,399,41,35,84,54,74
1127,347,560,26,55,34,61,0
1128,166,64,46,106,0,105,102
1129,140,135,0,34,21,18,0
1130,153,82,0,0,93,0,22
1131,447,767,103,12,87,46,0
1132,376,604,72,12,55,46,3
1133,125,76,0,26,99,36,3
1134,374,141,45,0,33,55,6
1135,131,52,0,0,57,80,115
1136,415,529,88,41,109,56,104
1137,529,750,0,0,0,83,0
1138,425,174,0,17,58,42,95
1139,151,114,0,155,123,32,54
1140,428,1023,189,133,102,132,59
1141,187,71,0,402,257,77,0
1142,392,584,108,52,75,114,4
1143,142,57,0,51,38,99,88
1144,417,738,84,2,159,33,0
1145,226,101,0,0,3,75,24
1146,379,435,16,0,67,0,35
1147,533,906,84,0,63,65,132
1148,159,84,0,0,58,37,73
1149,423,578,19,78,55,82,64
1150,155,51,71,342,184,18,0
1151,150,65,0,0,77,0,90
1152,189,66,22,426,285,0,22
1153,257,104,22,14,8,100,13
1154,525,1023,161,0,96,90,0
1155,1023,1023,62,68,95,52,239
