,0,1,2,3,4,5,6
288,183,77,14,66,2,58,0
289,230,1023,0,73,0,40,22
290,181,156,0,5,55,60,131
291,432,640,213,104,208,89,215
292,166,63,290,0,106,102,102
293,200,52,0,19,50,86,30
294,164,81,0,0,46,40,115
295,288,1023,69,43,97,93,79
296,430,1023,0,0,58,58,0
297,490,1023,287,153,141,157,135
298,133,61,8,0,0,108,88
299,164,81,286,0,86,36,57
300,417,853,21,35,107,82,89
301,183,79,0,80,75,40,26
302,137,48,22,0,24,58,48
303,123,375,0,0,44,76,0
304,171,101,195,0,22,42,51
305,166,91,0,99,43,15,94
306,140,100,0,49,47,0,70
307,209,60,0,28,44,57,23
308,157,103,39,0,0,64,0
309,171,91,0,51,86,84,80
310,165,128,82,14,39,70,12
311,225,762,42,43,7,78,0
312,270,134,540,0,193,32,0
313,118,318,85,60,27,104,73
314,438,818,88,19,80,87,0
315,471,527,0,0,53,46,0
316,225,69,239,69,24,114,70
317,467,973,93,86,47,89,135
318,290,129,317,13,107,66,102
319,573,1023,151,0,77,0,110
320,418,784,63,40,84,47,0
321,163,57,0,57,0,114,0
322,388,597,110,60,42,114,130
323,141,79,44,0,0,104,0
324,161,79,0,57,0,122,62
325,134,286,6,0,75,0,95
326,169,91,0,74,0,81,0
327,332,722,0,28,0,91,0
328,154,78,0,41,31,111,46
329,144,97,0,57,0,89,18
330,538,508,97,71,50,100,37
331,268,92,342,0,95,63,0
332,199,55,0,50,0,62,71
333,161,66,0,17,51,99,71
334,467,571,29,80,31,79,0
335,385,986,162,117,104,110,95
336,193,85,283,57,100,71,0
337,154,96,24,0,55,29,0
338,109,70,0,0,48,77,69
339,202,110,283,0,109,89,0
340,1023,1023,254,139,139,167,260
341,153,141,109,0,61,59,0
342,163,95,383,0,139,0,0
343,388,868,70,76,34,116,15
344,124,80,0,70,64,66,0
345,173,105,60,5,64,82,0
346,134,142,0,84,43,107,0
347,151,62,13,1,23,59,83
348,434,601,0,13,75,64,0
349,131,51,46,27,57,76,67
350,360,845,65,37,38,82,99
351,133,82,35,19,0,109,0
352,250,207,131,89,110,101,99
353,144,60,0,60,80,35,47
354,145,79,0,57,12,73,0
355,500,457,0,21,98,20,101
356,168,61,302,65,0,133,0
357,126,52,0,101,6,95,16
358,116,214,8,0,0,99,129
359,237,70,287,0,68,69,0
360,496,644,39,0,1,79,114
361,1023,1023,768,578,596,529,532
362,228,81,268,109,23,143,4
363,209,78,0,36,14,35,0
364,134,57,0,72,2,55,15
365,393,715,32,33,84,40,0
366,192,69,94,51,0,31,62
367,162,67,14,0,24,45,0
368,172,42,0,19,69,0,0
369,213,112,258,0,67,52,107
370,135,78,0,41,30,0,119
371,129,435,39,0,94,84,100
372,219,100,293,5,51,0,0
373,166,76,0,88,44,0,34
374,180,79,12,12,81,20,22
375,130,77,0,5,53,72,115
376,189,63,21,8,26,25,0
377,184,95,442,0,132,0,26
378,171,71,28,13,73,80,68
379,346,968,46,43,84,48,0
380,157,90,226,3,2,105,24
381,545,1023,82,5,88,0,151
382,514,368,68,15,0,86,0
383,167,67,17,95,52,91,18
384,377,898,0,29,63,20,0
385,132,71,11,0,0,136,26
386,132,79,50,0,0,75,87
387,149,65,0,54,0,46,91
388,138,96,0,0,67,10,82
389,220,118,253,58,115,46,104
390,141,82,0,116,30,66,58
391,156,121,6,74,39,74,8
392,191,72,0,25,10,85,23
393,186,90,371,0,57,101,0
394,139,60,0,43,0,58,0
395,413,1023,138,75,56,87,86
396,255,78,162,59,70,13,71
397,502,607,88,40,0,69,7
398,480,879,148,0,123,48,31
399,482,224,23,0,22,62,48
400,284,131,403,42,120,51,9
401,223,151,0,68,63,69,90
402,497,765,106,0,110,30,31
403,376,473,97,0,88,37,100
404,402,1023,98,27,103,62,0
405,128,89,37,0,56,0,16
406,420,654,56,5,106,0,0
407,400,496,0,72,25,67,0
408,199,82,0,81,0,127,104
409,235,68,325,0,53,95,85
410,177,73,4,74,35,77,27
411,338,635,18,30,41,66,21
412,201,77,305,30,115,52,87
413,348,186,121,24,41,59,25
414,214,71,254,35,8,101,54
415,162,74,0,71,60,66,132
416,206,70,11,0,73,19,94
417,182,80,93,0,53,69,51
418,168,80,0,55,58,38,82
419,158,70,128,0,74,13,15
420,179,61,19,0,84,40,0
421,114,244,0,46,22,71,114
422,443,120,35,0,40,14,0
423,121,500,0,55,55,42,115
424,431,595,0,46,94,86,0
425,129,77,0,65,38,51,0
426,170,516,0,0,66,24,111
427,134,59,0,0,85,0,0
428,232,81,317,0,91,32,41
429,186,102,306,0,119,68,0
430,157,69,0,18,46,81,0
431,228,70,0,86,5,73,0
432,143,1023,92,73,98,0,20
433,128,67,30,0,36,100,0
434,142,427,0,0,62,42,0
435,146,72,263,0,99,0,0
436,143,96,20,62,99,23,79
437,263,98,277,0,101,33,0
438,198,88,253,25,97,60,80
439,348,471,53,44,56,102,0
440,125,317,0,54,36,51,0
441,374,134,97,0,72,0,0
442,408,518,41,31,59,103,0
443,419,337,177,95,88,71,64
444,264,77,320,0,15,129,16
445,193,71,0,0,8,96,50
446,138,65,0,72,0,107,135
447,418,788,101,154,38,55,0
448,144,165,115,19,67,62,91
449,487,1023,227,0,49,134,160
450,442,665,0,16,34,25,0
451,369,1023,177,80,106,57,122
452,223,72,341,0,76,46,21
453,382,727,75,105,84,53,3
454,124,95,0,41,67,79,0
455,458,606,75,72,89,16,22
456,126,241,0,38,39,80,37
457,177,79,0,106,4,81,45
458,203,78,16,0,31,59,44
459,154,77,2,79,0,100,0
460,433,557,0,68,35,56,110
461,533,567,384,129,190,155,78
462,354,703,289,167,235,140,216
463,126,80,96,8,69,62,90
464,249,80,384,7,132,0,6
465,206,74,0,0,4,80,0
466,147,69,0,0,19,73,0
467,185,70,0,57,72,85,0
468,470,1023,129,58,53,133,112
469,411,575,46,0,42,77,42
470,145,67,0,0,56,17,26
471,316,881,155,15,37,83,0
472,330,724,137,36,60,62,40
473,135,112,0,0,29,75,76
474,126,102,0,72,11,76,53
475,190,69,10,0,68,54,21
476,205,77,0,26,0,103,35
477,426,459,0,74,3,71,4
478,200,73,239,0,39,103,0
479,204,97,0,57,0,29,8
480,165,58,0,4,83,33,21
481,423,677,44,119,73,100,59
482,131,91,6,26,0,148,0
483,127,92,0,0,73,0,87
484,189,61,0,14,0,84,54
485,177,124,53,0,38,4,0
486,392,607,0,0,77,26,0
487,427,467,0,22,52,84,0
488,191,76,268,34,58,98,0
489,148,69,0,53,0,110,30
490,177,368,0,27,64,45,35
491,122,261,0,0,0,121,38
492,125,71,0,84,60,83,92
493,121,85,0,0,5,77,0
494,130,355,0,2,0,40,29
495,171,123,83,10,69,57,135
496,171,83,0,0,0,97,80
497,201,54,0,0,52,1,0
498,438,1023,0,37,6,99,35
499,246,72,283,16,48,29,0
500,146,76,0,0,20,66,0
501,330,623,88,0,57,56,59
502,137,305,0,0,0,75,44
503,152,46,0,60,56,104,0
504,189,83,0,59,16,72,105
505,201,67,0,34,57,0,119
506,179,73,0,61,76,3,0
507,137,466,0,31,0,73,0
508,201,93,0,0,66,47,10
509,166,71,0,0,0,131,64
510,201,107,353,0,132,59,0
511,425,925,243,108,174,153,139
512,171,99,0,20,17,100,34
513,143,87,116,13,77,81,79
514,228,68,250,3,0,94,0
515,138,71,0,56,83,103,0
516,201,74,0,56,26,78,49
517,549,850,0,77,68,69,125
518,194,93,302,0,111,55,22
519,456,1023,115,51,25,73,77
520,179,59,34,64,0,53,21
521,265,69,289,70,87,7,16
522,237,70,303,100,142,62,106
523,375,462,9,0,99,87,98
524,150,58,0,86,0,86,62
525,185,71,0,0,0,48,0
526,188,129,0,65,0,75,52
527,155,78,0,98,0,138,0
528,197,87,0,0,111,0,19
529,182,77,0,25,53,64,88
530,544,1023,143,70,99,97,78
531,131,115,46,0,25,55,98
532,155,66,0,52,6,86,0
533,140,56,0,91,0,66,27
534,468,943,0,6,103,22,27
535,150,124,0,0,36,45,0
536,203,108,371,58,78,73,64
537,212,40,199,16,29,86,0
538,365,709,50,74,38,108,74
539,155,58,0,0,54,69,52
540,235,79,246,14,80,49,43
541,138,145,14,47,0,128,0
542,280,108,312,0,111,0,11
543,164,73,0,41,39,101,45
544,197,67,0,44,50,83,2
545,226,86,264,0,74,59,25
546,425,807,53,72,22,127,0
547,545,1023,122,120,97,91,87
548,219,97,0,0,75,68,0
549,321,270,50,26,0,77,17
550,457,632,16,3,0,118,0
551,411,592,114,68,58,77,67
552,148,75,0,42,8,93,0
553,163,57,255,0,98,64,50
554,154,54,0,32,50,71,86
555,127,61,23,0,53,27,0
556,149,65,0,4,64,80,19
557,164,53,78,65,56,68,67
558,160,75,0,41,8,65,0
559,184,73,67,68,104,36,118
560,188,115,0,95,0,98,99
561,188,67,0,26,54,69,61
562,311,687,115,26,0,145,130
563,268,608,74,51,59,29,25
564,124,114,0,14,0,114,0
565,486,831,125,38,81,117,48
566,359,520,15,5,99,0,0
567,154,76,0,91,18,56,0
568,140,92,0,0,0,58,71
569,201,74,28,49,40,113,0
570,165,71,0,26,0,78,41
571,186,80,281,6,123,25,80
572,165,1023,93,84,36,105,0
573,156,103,0,0,36,71,0
574,222,72,314,3,122,0,0
575,146,90,44,0,53,31,0
576,134,92,85,56,109,151,116
577,294,198,102,83,0,126,0
578,262,742,73,11,76,56,8
579,158,77,0,67,0,129,0
580,136,92,0,9,24,46,0
581,250,136,490,0,130,77,0
582,149,78,0,25,33,68,104
583,157,64,0,0,33,110,104
584,156,348,0,42,0,98,110
585,164,93,0,0,24,66,85
586,160,60,0,24,0,66,79
587,140,103,0,0,88,0,50
588,258,119,421,0,134,18,0
589,194,95,222,0,109,1,0
590,148,145,185,58,36,134,105
591,146,94,0,0,73,51,0
592,200,48,22,51,19,124,124
593,171,324,0,0,0,97,116
594,404,449,71,0,34,95,0
595,404,742,77,0,50,78,0
596,150,74,0,84,61,0,54
597,251,94,422,0,112,49,21
598,369,462,0,69,70,12,25
599,569,191,102,59,27,0,0
600,433,620,72,39,74,62,99
601,216,84,313,10,105,94,82
602,196,66,131,57,74,98,80
603,195,105,352,58,124,20,0
604,251,87,292,0,116,0,65
605,142,57,29,0,39,13,0
606,176,63,0,0,33,110,0
607,188,101,307,0,102,21,97
608,226,70,270,53,49,91,0
609,215,77,55,50,66,89,18
610,120,69,77,63,47,19,38
611,192,107,330,0,124,0,0
612,357,460,0,31,100,12,47
613,212,80,302,0,103,0,89
614,216,95,47,65,4,79,11
615,242,97,0,0,41,98,75
616,156,93,0,93,26,88,95
617,156,785,74,0,51,73,46
618,177,78,332,0,42,52,0
619,195,88,274,0,104,34,0
620,177,721,0,0,78,72,19
621,199,181,100,85,1,103,0
622,186,106,285,0,0,78,0
623,349,470,0,0,25,75,82
624,174,101,0,37,76,68,1
625,152,71,32,0,48,111,48
626,188,47,0,23,23,46,0
627,506,664,43,0,49,91,83
628,147,54,0,18,0,69,0
629,184,72,8,0,5,79,0
630,153,76,16,21,20,88,47
631,394,416,30,48,110,52,59
632,162,176,70,0,71,92,29
633,140,82,0,0,41,39,78
634,124,156,21,79,49,128,41
635,151,64,0,0,11,52,0
636,427,465,38,0,39,112,0
637,176,144,77,75,46,74,27
638,122,193,0,0,77,41,112
639,505,779,215,63,104,80,109
640,144,55,63,62,90,40,0
641,121,56,0,24,7,85,11
642,157,87,16,99,0,118,0
643,180,65,46,0,87,52,146
644,239,130,33,46,0,70,0
645,141,464,0,0,17,82,25
646,236,56,181,21,0,112,0
647,154,67,0,34,60,4,0
648,468,761,0,25,39,103,0
649,184,70,0,69,32,45,43
650,405,764,142,0,115,109,89
651,137,438,0,0,56,61,0
652,340,528,79,127,71,91,0
653,159,65,16,0,69,21,91
654,197,66,0,0,15,31,0
655,181,86,0,49,90,54,83
656,203,68,0,0,79,19,66
657,278,594,97,57,57,106,0
658,137,43,91,0,25,50,0
659,135,71,0,63,0,99,57
660,118,41,0,20,37,56,62
661,427,1023,128,47,106,89,40
662,146,55,0,1,52,80,0
663,356,799,99,117,67,47,24
664,521,874,37,26,0,52,0
665,160,86,16,23,84,64,0
666,219,165,340,0,66,90,21
667,148,94,285,0,111,47,15
668,130,83,0,20,58,56,0
669,136,70,0,51,12,96,0
670,148,98,0,41,68,0,0
671,468,1023,115,0,133,0,85
672,138,111,341,15,98,84,0
673,132,507,0,0,15,35,82
674,288,1023,309,156,204,115,95
675,156,71,0,28,2,20,71
676,1023,1023,358,170,192,195,217
677,152,64,63,56,0,80,28
678,221,76,245,42,62,94,67
679,164,76,0,24,57,47,71
680,121,81,0,0,18,86,128
681,130,69,16,0,5,60,18
682,122,81,10,27,92,49,124
683,192,292,293,95,171,97,120
684,1023,1023,454,215,285,199,253
685,143,84,80,18,0,126,0
686,172,88,0,59,59,85,109
687,570,240,141,0,100,99,32
688,113,142,0,8,57,86,25
689,218,87,24,38,89,53,65
690,125,454,0,0,0,96,136
691,405,506,0,0,38,57,23
692,239,94,327,62,109,106,0
693,127,66,0,0,51,52,0
694,189,70,32,0,0,67,0
695,210,103,0,0,0,120,69
696,543,1023,47,63,24,85,23
697,167,60,0,0,23,89,0
698,143,74,33,0,0,83,45
699,123,142,0,9,18,4,67
700,140,247,0,63,43,23,0
701,192,88,55,7,73,66,87
702,124,367,0,69,34,51,0
703,189,52,30,0,98,75,24
704,434,1023,0,0,0,94,0
705,168,72,39,11,0,76,30
706,170,83,0,17,50,54,0
707,157,73,28,54,97,23,0
708,225,61,244,21,99,35,0
709,243,78,311,28,68,87,47
710,128,70,68,16,49,80,0
711,184,56,18,0,36,44,0
712,197,58,92,81,76,67,83
713,168,76,27,0,10,40,61
714,237,83,336,54,88,0,2
715,357,1023,0,21,6,22,120
716,210,77,0,0,113,0,54
717,148,67,0,6,93,15,0
718,155,57,0,0,83,0,0
719,166,85,204,0,90,0,26
720,208,70,296,75,84,98,62
721,173,746,0,3,0,98,97
722,140,87,33,0,81,58,54
723,402,769,139,105,40,1,12
724,378,736,199,12,91,0,60
725,443,782,32,0,82,0,38
726,237,78,347,0,86,113,0
727,130,64,0,22,13,65,48
728,181,60,0,7,42,68,106
729,180,758,168,79,52,118,40
730,177,73,0,0,71,0,50
731,127,47,11,66,64,0,65
732,188,67,0,0,33,57,103
733,130,53,0,0,0,86,97
734,415,700,56,70,92,85,59
735,172,57,0,0,40,104,0
736,187,90,355,0,97,67,27
737,171,48,0,56,0,106,113
738,181,85,400,0,103,80,12
739,401,683,53,66,93,82,33
740,179,67,0,81,47,92,7
741,204,91,298,53,84,77,0
742,177,68,0,0,48,46,0
743,151,60,0,0,0,59,0
744,144,66,0,52,0,91,0
745,137,93,28,34,44,45,67
746,435,551,46,22,49,62,81
747,184,440,0,6,0,83,89
748,300,117,407,0,116,0,37
749,412,591,41,62,58,94,67
750,163,73,13,62,20,106,0
751,210,66,257,24,90,12,0
752,126,177,0,25,0,77,0
753,129,58,0,13,49,75,12
754,171,114,0,0,32,43,77
755,402,991,157,42,132,0,96
756,139,480,0,0,0,87,0
757,393,737,56,0,99,12,59
758,266,172,446,0,141,85,68
759,184,67,0,1,20,93,21
760,176,67,0,5,58,77,84
761,158,90,0,38,0,117,0
762,166,73,0,43,0,73,0
763,223,127,352,0,128,2,47
764,141,58,29,89,0,47,40
765,131,57,0,0,19,99,51
766,161,76,0,26,9,50,48
767,375,627,61,0,31,28,27
768,474,589,190,87,108,104,112
769,131,82,0,0,32,31,0
770,219,95,372,41,92,84,38
771,195,106,342,0,54,62,0
772,199,71,4,29,36,76,0
773,147,89,346,0,80,0,13
774,143,53,0,0,5,57,43
775,153,51,0,0,42,53,62
776,417,665,105,123,156,56,142
777,391,1023,96,0,77,98,0
778,172,83,0,45,26,42,0
779,165,53,0,8,23,1,0
780,347,656,69,69,110,93,127
781,168,66,271,61,0,127,0
782,244,92,332,11,73,18,90
783,419,736,103,54,74,6,114
784,329,720,130,84,88,66,114
785,1023,1023,143,0,61,0,205
786,196,65,249,27,62,83,96
787,130,76,47,0,64,42,112
788,408,715,68,61,44,50,42
789,200,113,14,53,57,74,55
790,188,59,0,66,59,61,59
791,370,668,55,43,18,133,0
792,345,809,102,105,87,53,21
793,601,230,320,0,116,0,0
794,255,89,294,0,67,26,27
795,188,66,0,76,0,84,0
796,165,72,38,13,22,78,27
797,180,103,4,53,33,29,77
798,320,635,244,36,146,104,123
799,226,83,336,41,115,33,73
800,336,424,73,79,6,59,83
801,172,77,0,13,0,87,0
802,115,178,0,0,50,104,8
803,174,57,0,0,41,37,0
804,195,91,0,0,0,45,0
805,205,87,0,0,15,75,7
806,234,74,269,10,80,11,0
807,385,441,50,90,43,78,22
808,130,110,0,0,0,105,138
809,398,786,0,55,83,49,72
810,334,327,107,0,30,12,104
811,168,250,136,0,85,56,33
812,178,71,224,54,78,57,21
813,449,627,83,98,39,111,34
814,129,77,0,38,4,43,40
815,325,1023,0,0,39,47,0
816,407,571,0,25,56,43,4
817,402,655,16,0,81,52,0
818,203,60,195,0,51,53,0
819,372,441,0,0,39,37,0
820,171,87,193,84,107,61,52
821,422,532,29,102,31,56,61
822,392,499,153,117,100,117,32
823,125,75,0,0,56,26,38
824,455,600,2,107,58,90,66
825,164,411,0,61,27,108,68
826,395,593,117,0,79,44,3
827,167,34,0,0,73,46,27
828,149,62,2,62,62,42,82
829,495,666,121,74,43,85,43
830,212,108,295,85,90,0,0
831,182,79,0,0,0,30,0
832,127,374,38,0,0,86,93
833,179,68,379,21,95,83,62
834,463,242,55,18,26,64,0
835,204,82,0,22,22,93,100
836,142,469,0,0,0,61,0
837,116,245,0,56,0,62,3
838,422,520,35,0,100,35,0
839,210,87,329,0,16,128,79
840,159,50,0,18,0,98,0
841,277,90,350,54,75,130,0
842,167,62,78,62,115,48,152
843,135,67,46,13,0,63,67
844,154,101,0,0,63,18,123
845,125,302,0,42,0,79,78
846,123,65,66,76,0,76,32
847,405,540,114,85,56,120,30
848,193,267,92,44,68,74,0
849,163,66,0,0,17,47,57
850,237,69,244,32,62,71,0
851,209,96,0,0,105,53,128
852,127,68,84,31,74,75,24
853,454,384,90,0,49,95,125
854,139,77,0,54,0,66,0
855,154,103,37,58,76,95,62
856,381,730,23,0,50,76,0
857,398,699,146,79,46,100,67
858,162,71,0,0,60,24,0
859,280,249,121,51,72,75,29
860,189,101,31,35,40,59,106
861,118,163,0,0,39,67,12
862,188,73,0,95,0,105,0
863,231,58,361,36,113,47,0
864,259,308,93,55,59,112,26
865,170,60,0,0,28,13,60
866,232,70,258,44,99,41,0
867,177,68,0,36,113,58,0
868,176,63,0,67,6,78,0
