,0,1,2,3,4,5,6
869,145,59,0,0,70,30,27
870,416,1023,122,83,66,84,0
871,157,66,0,61,30,59,0
872,240,359,228,78,39,37,91
873,490,1023,57,95,12,72,0
874,360,657,120,87,137,55,77
875,149,80,62,0,61,61,50
876,450,1023,126,41,73,114,0
877,132,95,0,0,0,34,18
878,144,55,0,0,30,70,0
879,161,56,11,24,90,0,83
880,205,110,5,1,86,54,78
881,211,66,401,0,124,12,61
882,227,1023,133,65,102,96,23
883,125,210,0,47,25,0,21
884,186,83,0,67,0,78,0
885,322,1023,0,0,0,51,0
886,314,556,57,65,45,21,137
887,152,59,77,53,87,63,61
888,157,244,0,73,0,98,0
889,132,62,0,0,63,44,50
890,382,370,0,92,53,0,69
891,298,835,67,39,41,39,0
892,150,42,0,0,0,52,89
893,286,764,80,97,78,83,117
894,117,74,0,5,92,23,103
895,208,81,161,59,44,82,32
896,185,70,0,0,60,23,73
897,242,91,275,76,107,94,106
898,540,477,186,81,6,84,74
899,122,93,0,0,0,55,0
900,209,71,316,35,100,69,61
901,291,192,130,114,58,116,38
902,142,297,0,29,39,71,22
903,481,687,49,72,121,0,60
904,183,95,283,53,129,20,0
905,234,66,278,0,29,77,0
906,425,733,20,0,100,0,0
907,163,92,0,32,0,100,0
908,167,77,26,0,0,63,0
909,169,59,0,0,41,77,59
910,522,851,23,19,59,49,83
911,147,81,31,94,73,51,0
912,175,75,128,59,99,106,107
913,121,72,89,0,81,50,82
914,448,634,112,68,115,1,0
915,282,1023,156,96,120,76,46
916,131,101,0,51,25,82,30
917,138,58,0,0,70,30,55
918,450,604,16,40,1,62,0
919,165,54,109,72,67,120,107
920,318,694,74,67,74,96,0
921,513,172,88,0,66,101,0
922,351,369,36,89,70,24,0
923,208,123,310,0,112,61,0
924,300,86,351,0,117,69,13
925,427,217,21,27,50,46,65
926,226,63,256,40,111,57,34
927,611,271,106,18,63,49,0
928,349,1023,93,84,19,147,0
929,173,286,82,3,99,13,130
930,480,872,78,99,0,109,82
931,161,49,0,26,1,30,46
932,395,700,90,98,32,128,12
933,368,676,165,79,149,150,123
934,203,69,384,0,112,73,79
935,195,71,0,0,66,63,0
936,165,115,0,100,16,91,122
937,412,920,176,75,136,121,99
938,150,76,0,0,39,49,0
939,151,68,9,4,48,0,82
940,327,452,0,79,74,116,135
941,197,60,354,0,81,108,54
942,123,101,18,63,16,96,9
943,135,68,0,76,54,0,0
944,208,92,0,0,69,87,25
945,445,909,118,44,109,57,60
946,322,514,33,0,0,67,69
947,277,120,0,0,35,116,0
948,205,99,58,0,7,97,19
949,153,57,0,83,0,59,0
950,445,670,72,83,0,116,0
951,189,94,0,18,0,53,35
952,521,690,60,0,104,68,125
953,257,90,328,0,108,85,13
954,144,84,0,0,52,58,0
955,215,94,0,0,63,71,117
956,449,710,102,73,40,93,0
957,166,81,125,0,1,91,0
958,125,65,0,77,43,112,26
959,139,64,3,39,19,97,113
960,229,799,0,1,43,44,106
961,735,196,105,37,0,39,21
962,153,72,71,1,5,79,0
963,143,85,0,52,55,85,80
964,575,1023,117,25,84,96,125
965,479,823,89,0,0,45,12
966,208,73,0,0,0,76,69
967,179,91,201,70,33,89,52
968,147,121,103,91,98,95,49
969,137,571,0,53,78,111,102
970,236,220,184,129,158,170,92
971,469,717,0,64,43,87,0
972,216,81,286,83,1,94,0
973,481,682,70,55,72,90,48
974,423,782,55,57,69,87,0
975,167,81,0,0,61,35,0
976,147,85,0,5,37,27,101
977,168,93,33,61,3,73,35
978,223,81,243,107,17,101,0
979,163,71,331,0,97,17,47
980,171,67,0,0,46,44,0
981,194,67,71,77,81,80,90
982,197,55,0,30,40,130,48
983,254,98,293,13,97,52,110
984,520,513,0,40,122,0,54
985,222,109,9,37,87,40,111
986,240,80,322,40,77,20,28
987,160,112,302,0,106,0,0
988,458,964,115,31,56,126,0
989,456,911,132,82,58,86,72
990,140,66,240,0,100,16,32
991,171,65,0,0,0,50,1
992,215,77,330,0,92,47,0
993,198,63,0,0,73,77,0
994,210,80,294,0,92,64,46
995,161,78,0,0,39,38,0
996,142,78,0,0,117,0,98
997,165,83,109,99,170,96,144
998,197,89,301,0,99,0,45
999,206,58,216,47,56,28,0
1000,464,794,138,45,65,129,64
1001,143,74,58,9,34,25,0
1002,157,78,15,47,43,57,0
1003,239,123,381,0,55,62,0
1004,187,88,0,34,15,113,76
1005,179,117,36,18,45,95,0
1006,124,66,4,65,0,107,0
1007,191,55,202,25,65,74,18
1008,119,219,0,43,0,93,0
1009,142,80,0,0,0,100,0
1010,147,121,0,22,0,99,0
1011,134,52,0,64,0,113,98
1012,514,936,41,0,64,97,22
1013,131,54,0,0,61,5,47
1014,169,75,0,4,27,80,0
1015,248,61,240,0,0,87,0
1016,188,79,16,0,88,43,73
1017,185,62,0,19,60,84,116
1018,260,136,477,0,156,43,33
1019,433,665,23,0,75,44,31
1020,192,91,0,0,94,76,0
1021,160,54,81,80,60,53,103
1022,220,95,243,46,37,98,0
1023,142,427,0,0,86,13,0
1024,195,78,193,0,64,115,139
1025,124,94,0,0,0,79,100
1026,436,1023,71,57,3,128,110
1027,148,45,0,57,0,84,62
1028,250,137,365,0,93,55,48
1029,166,91,0,68,0,115,26
1030,149,104,0,115,0,116,0
1031,384,658,8,5,0,57,20
1032,386,890,149,49,82,77,45
1033,135,490,0,0,0,90,0
1034,119,75,0,73,0,39,0
1035,147,688,324,224,226,263,207
1036,164,46,0,0,0,29,35
1037,157,69,0,15,14,104,0
1038,135,36,0,18,52,96,91
1039,501,1023,120,18,52,102,0
1040,168,60,31,6,70,96,31
1041,527,407,197,82,47,86,115
1042,139,74,3,19,48,102,0
1043,144,58,0,34,34,22,57
1044,514,1002,0,20,95,0,0
1045,208,73,0,0,0,77,48
1046,412,453,83,83,13,103,90
1047,208,83,0,21,56,0,0
1048,169,65,0,86,0,110,76
1049,445,645,131,91,70,131,52
1050,194,55,314,23,101,87,86
1051,466,331,153,35,54,96,0
1052,216,93,56,0,41,6,86
1053,176,70,337,79,79,94,12
1054,181,78,0,42,50,80,0
1055,136,307,72,31,48,116,57
1056,551,948,54,2,31,1,0
1057,277,832,94,9,100,40,32
1058,133,67,0,0,9,89,57
1059,569,1004,56,0,47,97,13
1060,132,262,0,0,0,72,41
1061,122,118,0,42,86,59,65
1062,240,61,251,68,67,67,0
1063,181,83,320,110,234,46,217
1064,153,1023,0,30,20,68,0
1065,190,74,329,0,43,88,0
1066,129,605,0,0,56,58,47
1067,136,53,0,49,0,69,83
1068,339,472,16,0,0,113,48
1069,189,76,4,0,87,71,0
1070,197,71,0,22,0,66,8
1071,371,561,105,73,94,89,0
1072,148,76,32,0,0,87,35
1073,454,373,164,143,45,103,21
1074,203,68,267,0,58,22,1
1075,214,89,399,12,121,0,0
1076,143,100,25,51,18,37,0
1077,270,140,322,0,107,36,96
1078,189,81,293,0,105,77,14
1079,253,658,256,128,188,71,124
1080,273,533,73,61,27,114,0
1081,176,76,0,11,12,51,0
1082,454,692,97,33,55,11,0
1083,315,649,96,72,76,105,21
1084,295,601,20,0,33,97,104
1085,199,86,0,55,65,72,38
1086,136,78,23,0,0,120,0
1087,196,75,48,11,27,111,24
1088,454,838,70,0,66,63,38
1089,544,749,105,0,16,73,0
1090,368,152,0,0,38,0,87
1091,242,86,0,0,44,85,0
1092,234,77,262,32,104,0,19
1093,260,70,323,0,86,36,86
1094,343,166,83,25,60,85,0
1095,177,62,0,0,0,107,38
1096,157,114,0,0,97,0,39
1097,145,88,55,44,58,45,84
1098,178,85,288,0,10,83,81
1099,598,252,172,12,82,55,70
1100,212,86,299,0,75,30,12
1101,321,127,0,16,13,107,0
1102,191,94,0,11,0,94,123
1103,129,98,67,52,93,18,0
1104,263,93,297,50,72,76,37
1105,173,72,0,53,0,93,98
1106,613,1023,182,88,60,135,0
1107,521,1023,268,115,142,107,0
1108,220,107,365,0,122,0,35
1109,139,81,0,18,26,62,0
1110,244,615,29,40,0,103,25
